Time(dd),Time(hh:mm:ss),1st Value,1st Unit,2nd Value,2nd Unit,Count,Note
00,00:04:49,+0.5234E+0,V DC,-0.46352E-1,A DC,0000347,00347#
00,00:04:50,+0.5234E+0,V DC,-0.46355E-1,A DC,0000348,00348#
00,00:04:51,+0.5234E+0,V DC,-0.46355E-1,A DC,0000349,00349#
00,00:04:52,+0.5234E+0,V DC,-0.46356E-1,A DC,0000350,00350#
00,00:04:53,+0.5233E+0,V DC,-0.46358E-1,A DC,0000351,00351#
00,00:04:54,+0.5233E+0,V DC,-0.46358E-1,A DC,0000352,00352#
00,00:04:54,+0.5233E+0,V DC,-0.46358E-1,A DC,0000353,00353#
00,00:04:55,+0.5233E+0,V DC,-0.46359E-1,A DC,0000354,00354#
00,00:04:56,+0.5233E+0,V DC,-0.46360E-1,A DC,0000355,00355#
00,00:04:57,+0.5233E+0,V DC,-0.46360E-1,A DC,0000356,00356#
00,00:04:58,+0.5233E+0,V DC,-0.46360E-1,A DC,0000357,00357#
00,00:04:59,+0.5232E+0,V DC,-0.46361E-1,A DC,0000358,00358#
00,00:04:59,+0.5233E+0,V DC,-0.48297E-1,A DC,0000359,00359#
00,00:05:00,+0.5275E+0,V DC,-0.48309E-1,A DC,0000360,00360#
00,00:05:01,+0.5275E+0,V DC,-0.48312E-1,A DC,0000361,00361#
00,00:05:02,+0.5275E+0,V DC,-0.48314E-1,A DC,0000362,00362#
00,00:05:03,+0.5274E+0,V DC,-0.48316E-1,A DC,0000363,00363#
00,00:05:04,+0.5274E+0,V DC,-0.48318E-1,A DC,0000364,00364#
00,00:05:04,+0.5274E+0,V DC,-0.48319E-1,A DC,0000365,00365#
00,00:05:05,+0.5274E+0,V DC,-0.48320E-1,A DC,0000366,00366#
00,00:05:06,+0.5273E+0,V DC,-0.48321E-1,A DC,0000367,00367#
00,00:05:07,+0.5273E+0,V DC,-0.48323E-1,A DC,0000368,00368#
00,00:05:08,+0.5273E+0,V DC,-0.48324E-1,A DC,0000369,00369#
00,00:05:09,+0.5273E+0,V DC,-0.48325E-1,A DC,0000370,00370#
00,00:05:09,+0.5273E+0,V DC,-0.48326E-1,A DC,0000371,00371#
00,00:05:10,+0.5272E+0,V DC,-0.48327E-1,A DC,0000372,00372#
00,00:05:11,+0.5272E+0,V DC,-0.48328E-1,A DC,0000373,00373#
00,00:05:12,+0.5272E+0,V DC,-0.48329E-1,A DC,0000374,00374#
00,00:05:13,+0.5272E+0,V DC,-0.48329E-1,A DC,0000375,00375#
00,00:05:14,+0.5272E+0,V DC,-0.48330E-1,A DC,0000376,00376#
00,00:05:14,+0.5272E+0,V DC,-0.48331E-1,A DC,0000377,00377#
00,00:05:15,+0.5272E+0,V DC,-0.48332E-1,A DC,0000378,00378#
00,00:05:16,+0.5272E+0,V DC,-0.48333E-1,A DC,0000379,00379#
00,00:05:17,+0.5271E+0,V DC,-0.48333E-1,A DC,0000380,00380#
00,00:05:18,+0.5271E+0,V DC,-0.48334E-1,A DC,0000381,00381#
