time_ps,resetn,IF_pc,ID_pc,EXE_pc,MEM_pc,WB_pc,IF_inst,inst_paddr,tlb_s0_found,tlb_s0_pfn,cpu_5_valid,HI_data,LO_data,rf_data,mem_data,dm_addr,dm_paddr,tlb_s1_found,tlb_s1_pfn,dm_wen,dm_wdata
8995000,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000000a8,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9005000,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000000a8,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9015000,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,00000050,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9025000,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,00000050,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,000000ac,000000ac,0,00000,0,00000000
9035000,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,00000054,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
9045000,1,00000054,00000050,00000050,000000a8,000000a8,00022082,00000054,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
9055000,1,00000058,00000054,00000050,00000050,000000a8,00022082,00000058,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
9065000,1,00000058,00000054,00000054,00000050,00000050,28990005,00000058,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
9075000,1,0000005c,00000058,00000054,00000054,00000050,28990005,0000005c,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
9085000,1,0000005c,00000058,00000058,00000054,00000054,0721000e,0000005c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
9095000,1,00000060,0000005c,00000058,00000058,00000054,0721000e,00000060,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9105000,1,00000060,0000005c,00000058,00000058,00000058,00642823,00000060,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9115000,1,00000098,00000060,0000005c,00000058,00000058,00642823,00000098,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9125000,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,00000098,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000000,00000000,0,00000,0,00000008
9135000,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,0000009c,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
9145000,1,0000009c,00000098,00000098,00000060,00000060,004cd007,0000009c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
9155000,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000000a0,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
9165000,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000000a0,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
9175000,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000000a4,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
9185000,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000000a4,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
9195000,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000000a8,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9205000,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000000a8,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9215000,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,00000050,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9225000,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,00000050,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,000000ac,000000ac,0,00000,0,00000000
9235000,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,00000054,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
9245000,1,00000054,00000050,00000050,000000a8,000000a8,00022082,00000054,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
9255000,1,00000058,00000054,00000050,00000050,000000a8,00022082,00000058,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
9265000,1,00000058,00000054,00000054,00000050,00000050,28990005,00000058,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
9275000,1,0000005c,00000058,00000054,00000054,00000050,28990005,0000005c,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
9285000,1,0000005c,00000058,00000058,00000054,00000054,0721000e,0000005c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
9295000,1,00000060,0000005c,00000058,00000058,00000054,0721000e,00000060,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9305000,1,00000060,0000005c,00000058,00000058,00000058,00642823,00000060,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9315000,1,00000098,00000060,0000005c,00000058,00000058,00642823,00000098,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9325000,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,00000098,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000000,00000000,0,00000,0,00000008
9335000,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,0000009c,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
9345000,1,0000009c,00000098,00000098,00000060,00000060,004cd007,0000009c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
9355000,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000000a0,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
9365000,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000000a0,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
9375000,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000000a4,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
9385000,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000000a4,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
9395000,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000000a8,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9405000,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000000a8,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9415000,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,00000050,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9425000,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,00000050,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,000000ac,000000ac,0,00000,0,00000000
9435000,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,00000054,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
9445000,1,00000054,00000050,00000050,000000a8,000000a8,00022082,00000054,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
9455000,1,00000058,00000054,00000050,00000050,000000a8,00022082,00000058,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
9465000,1,00000058,00000054,00000054,00000050,00000050,28990005,00000058,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
9475000,1,0000005c,00000058,00000054,00000054,00000050,28990005,0000005c,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
9485000,1,0000005c,00000058,00000058,00000054,00000054,0721000e,0000005c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
9495000,1,00000060,0000005c,00000058,00000058,00000054,0721000e,00000060,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9505000,1,00000060,0000005c,00000058,00000058,00000058,00642823,00000060,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9515000,1,00000098,00000060,0000005c,00000058,00000058,00642823,00000098,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9525000,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,00000098,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000000,00000000,0,00000,0,00000008
9535000,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,0000009c,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
9545000,1,0000009c,00000098,00000098,00000060,00000060,004cd007,0000009c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
9555000,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000000a0,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
9565000,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000000a0,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
9575000,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000000a4,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
9585000,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000000a4,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
9595000,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000000a8,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9605000,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000000a8,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9615000,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,00000050,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9625000,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,00000050,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,000000ac,000000ac,0,00000,0,00000000
9635000,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,00000054,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
9645000,1,00000054,00000050,00000050,000000a8,000000a8,00022082,00000054,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
9655000,1,00000058,00000054,00000050,00000050,000000a8,00022082,00000058,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
9665000,1,00000058,00000054,00000054,00000050,00000050,28990005,00000058,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
9675000,1,0000005c,00000058,00000054,00000054,00000050,28990005,0000005c,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
9685000,1,0000005c,00000058,00000058,00000054,00000054,0721000e,0000005c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
9695000,1,00000060,0000005c,00000058,00000058,00000054,0721000e,00000060,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9705000,1,00000060,0000005c,00000058,00000058,00000058,00642823,00000060,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9715000,1,00000098,00000060,0000005c,00000058,00000058,00642823,00000098,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9725000,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,00000098,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000000,00000000,0,00000,0,00000008
9735000,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,0000009c,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
9745000,1,0000009c,00000098,00000098,00000060,00000060,004cd007,0000009c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
9755000,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000000a0,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
9765000,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000000a0,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
9775000,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000000a4,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
9785000,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000000a4,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
9795000,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000000a8,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9805000,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000000a8,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9815000,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,00000050,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
9825000,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,00000050,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,000000ac,000000ac,0,00000,0,00000000
9835000,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,00000054,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
9845000,1,00000054,00000050,00000050,000000a8,000000a8,00022082,00000054,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
9855000,1,00000058,00000054,00000050,00000050,000000a8,00022082,00000058,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
9865000,1,00000058,00000054,00000054,00000050,00000050,28990005,00000058,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
9875000,1,0000005c,00000058,00000054,00000054,00000050,28990005,0000005c,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
9885000,1,0000005c,00000058,00000058,00000054,00000054,0721000e,0000005c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
9895000,1,00000060,0000005c,00000058,00000058,00000054,0721000e,00000060,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9905000,1,00000060,0000005c,00000058,00000058,00000058,00642823,00000060,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9915000,1,00000098,00000060,0000005c,00000058,00000058,00642823,00000098,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
9925000,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,00000098,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000000,00000000,0,00000,0,00000008
9935000,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,0000009c,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
9945000,1,0000009c,00000098,00000098,00000060,00000060,004cd007,0000009c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
9955000,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000000a0,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
9965000,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000000a0,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
9975000,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000000a4,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
9985000,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000000a4,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
9995000,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000000a8,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
10005000,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000000a8,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
10015000,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,00000050,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
10025000,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,00000050,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,000000ac,000000ac,0,00000,0,00000000
10035000,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,00000054,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
10045000,1,00000054,00000050,00000050,000000a8,000000a8,00022082,00000054,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
10055000,1,00000058,00000054,00000050,00000050,000000a8,00022082,00000058,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
10065000,1,00000058,00000054,00000054,00000050,00000050,28990005,00000058,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
10075000,1,0000005c,00000058,00000054,00000054,00000050,28990005,0000005c,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
10085000,1,0000005c,00000058,00000058,00000054,00000054,0721000e,0000005c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
10095000,1,00000060,0000005c,00000058,00000058,00000054,0721000e,00000060,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
10105000,1,00000060,0000005c,00000058,00000058,00000058,00642823,00000060,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
10115000,1,00000098,00000060,0000005c,00000058,00000058,00642823,00000098,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
10125000,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,00000098,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000000,00000000,0,00000,0,00000008
10135000,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,0000009c,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
10145000,1,0000009c,00000098,00000098,00000060,00000060,004cd007,0000009c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
10155000,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000000a0,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
10165000,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000000a0,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
10175000,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000000a4,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
10185000,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000000a4,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
10195000,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000000a8,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
10205000,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000000a8,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
10215000,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,00000050,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
10225000,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,00000050,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,000000ac,000000ac,0,00000,0,00000000
10235000,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,00000054,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
10245000,1,00000054,00000050,00000050,000000a8,000000a8,00022082,00000054,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
10255000,1,00000058,00000054,00000050,00000050,000000a8,00022082,00000058,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
10265000,1,00000058,00000054,00000054,00000050,00000050,28990005,00000058,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000018,00000018,0,00000,0,00000008
10275000,1,0000005c,00000058,00000054,00000054,00000050,28990005,0000005c,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
10285000,1,0000005c,00000058,00000058,00000054,00000054,0721000e,0000005c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000004,00000004,0,00000,0,00000010
10295000,1,00000060,0000005c,00000058,00000058,00000054,0721000e,00000060,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
10305000,1,00000060,0000005c,00000058,00000058,00000058,00642823,00000060,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
10315000,1,00000098,00000060,0000005c,00000058,00000058,00642823,00000098,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000001,00000001,0,00000,0,00000100
10325000,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,00000098,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000000,00000000,0,00000,0,00000008
10335000,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,0000009c,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
10345000,1,0000009c,00000098,00000098,00000060,00000060,004cd007,0000009c,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000014,00000014,0,00000,0,00000004
10355000,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000000a0,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
10365000,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000000a0,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,000c0000,000c0000,0,00000,0,000c0000
10375000,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000000a4,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
10385000,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000000a4,0,00000,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000,0000000c,0000000c,0,00000,0,000c0000
10395000,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000000a8,0,00000,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
10405000,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000000a8,0,00000,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
10415000,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,00000050,0,00000,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000,00000050,00000050,0,00000,0,00000050
10425000,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,00000050,0,00000,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000,000000ac,000000ac,0,00000,0,00000000
10435000,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,00000054,0,00000,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000,00000008,00000008,0,00000,0,00000008
