Time(dd),Time(hh:mm:ss),1st Value,1st Unit,2nd Value,2nd Unit,Count,Note
00,00:01:17,+1.9744E+0,V DC,-0.22E-6,A DC,0000094,00094#
00,00:01:18,+1.9717E+0,V DC,-0.21E-6,A DC,0000095,00095#
00,00:01:19,+1.9671E+0,V DC,-0.21E-6,A DC,0000096,00096#
00,00:01:20,+1.9682E+0,V DC,-0.22E-6,A DC,0000097,00097#
00,00:01:21,+1.9702E+0,V DC,-0.21E-6,A DC,0000098,00098#
00,00:01:22,+1.9722E+0,V DC,-0.22E-6,A DC,0000099,00099#
00,00:01:22,+1.9673E+0,V DC,-0.21E-6,A DC,0000100,00100#
00,00:01:23,+1.9671E+0,V DC,-0.22E-6,A DC,0000101,00101#
00,00:01:24,+1.9693E+0,V DC,-0.22E-6,A DC,0000102,00102#
00,00:01:25,+1.9673E+0,V DC,-0.22E-6,A DC,0000103,00103#
00,00:01:26,+1.9636E+0,V DC,-0.22E-6,A DC,0000104,00104#
00,00:01:27,+1.9699E+0,V DC,-0.21E-6,A DC,0000105,00105#
00,00:01:27,+1.9673E+0,V DC,-0.22E-6,A DC,0000106,00106#
00,00:01:28,+1.9677E+0,V DC,-0.22E-6,A DC,0000107,00107#
00,00:01:29,+0.21959E+1,V DC,-0.24E-6,A DC,0000108,00108#
00,00:01:30,+0.22090E+1,V DC,-0.25E-6,A DC,0000109,00109#
00,00:01:31,+0.23689E+1,V DC,-0.27E-6,A DC,0000110,00110#
00,00:01:31,+0.24639E+1,V DC,-0.26E-6,A DC,0000111,00111#
00,00:01:32,+0.24475E+1,V DC,-0.27E-6,A DC,0000112,00112#
00,00:01:33,+0.25531E+1,V DC,-0.27E-6,A DC,0000113,00113#
00,00:01:34,+0.25270E+1,V DC,-0.27E-6,A DC,0000114,00114#
00,00:01:35,+0.25286E+1,V DC,-0.27E-6,A DC,0000115,00115#
00,00:01:36,+0.25250E+1,V DC,-0.27E-6,A DC,0000116,00116#
00,00:01:36,+0.25215E+1,V DC,-0.27E-6,A DC,0000117,00117#
00,00:01:37,+0.25175E+1,V DC,-0.27E-6,A DC,0000118,00118#
00,00:01:38,+0.25145E+1,V DC,-0.27E-6,A DC,0000119,00119#
00,00:01:39,+0.25127E+1,V DC,-0.27E-6,A DC,0000120,00120#
00,00:01:40,+0.25149E+1,V DC,-0.27E-6,A DC,0000121,00121#
00,00:01:41,+0.25112E+1,V DC,-0.27E-6,A DC,0000122,00122#
00,00:01:41,+0.25119E+1,V DC,-0.27E-6,A DC,0000123,00123#
00,00:01:42,+0.25108E+1,V DC,-0.27E-6,A DC,0000124,00124#
00,00:01:43,+0.25158E+1,V DC,-0.27E-6,A DC,0000125,00125#
00,00:01:44,+0.25143E+1,V DC,-0.27E-6,A DC,0000126,00126#
00,00:01:45,+0.25148E+1,V DC,-0.27E-6,A DC,0000127,00127#
00,00:01:46,+0.25162E+1,V DC,-0.27E-6,A DC,0000128,00128#
00,00:01:46,+0.25130E+1,V DC,-0.27E-6,A DC,0000129,00129#
00,00:01:47,+0.25104E+1,V DC,-0.27E-6,A DC,0000130,00130#
00,00:01:48,+0.25098E+1,V DC,-0.27E-6,A DC,0000131,00131#
00,00:01:49,+0.25092E+1,V DC,-0.27E-6,A DC,0000132,00132#
00,00:01:50,+0.25114E+1,V DC,-0.27E-6,A DC,0000133,00133#
00,00:01:51,+0.25127E+1,V DC,-0.27E-6,A DC,0000134,00134#
00,00:01:51,+0.25111E+1,V DC,-0.27E-6,A DC,0000135,00135#
00,00:01:52,+0.25114E+1,V DC,-0.27E-6,A DC,0000136,00136#
00,00:01:53,+0.25122E+1,V DC,-0.27E-6,A DC,0000137,00137#
00,00:01:54,+0.25114E+1,V DC,-0.27E-6,A DC,0000138,00138#
00,00:01:55,+0.25170E+1,V DC,-0.27E-6,A DC,0000139,00139#
00,00:01:56,+0.25152E+1,V DC,-0.28E-6,A DC,0000140,00140#
00,00:01:56,+0.27187E+1,V DC,-0.29E-6,A DC,0000141,00141#
00,00:01:57,+0.26790E+1,V DC,-0.29E-6,A DC,0000142,00142#
00,00:01:58,+0.28973E+1,V DC,-0.31E-6,A DC,0000143,00143#
00,00:01:59,+0.29271E+1,V DC,-0.32E-6,A DC,0000144,00144#
00,00:02:00,+0.29698E+1,V DC,-0.32E-6,A DC,0000145,00145#
00,00:02:01,+0.30044E+1,V DC,-0.32E-6,A DC,0000146,00146#
00,00:02:01,+0.30386E+1,V DC,-0.32E-6,A DC,0000147,00147#
00,00:02:02,+0.30377E+1,V DC,-0.32E-6,A DC,0000148,00148#
00,00:02:03,+0.30375E+1,V DC,-0.32E-6,A DC,0000149,00149#
00,00:02:04,+0.30371E+1,V DC,-0.32E-6,A DC,0000150,00150#
00,00:02:05,+0.30365E+1,V DC,-0.32E-6,A DC,0000151,00151#
00,00:02:06,+0.30364E+1,V DC,-0.32E-6,A DC,0000152,00152#
00,00:02:06,+0.30363E+1,V DC,-0.32E-6,A DC,0000153,00153#
00,00:02:07,+0.30362E+1,V DC,-0.33E-6,A DC,0000154,00154#
00,00:02:08,+0.30361E+1,V DC,-0.32E-6,A DC,0000155,00155#
00,00:02:09,+0.30362E+1,V DC,-0.32E-6,A DC,0000156,00156#
00,00:02:10,+0.30360E+1,V DC,-0.32E-6,A DC,0000157,00157#
00,00:02:11,+0.30359E+1,V DC,-0.33E-6,A DC,0000158,00158#
00,00:02:11,+0.30358E+1,V DC,-0.32E-6,A DC,0000159,00159#
00,00:02:12,+0.30357E+1,V DC,-0.32E-6,A DC,0000160,00160#
00,00:02:13,+0.30357E+1,V DC,-0.32E-6,A DC,0000161,00161#
00,00:02:14,+0.30356E+1,V DC,-0.32E-6,A DC,0000162,00162#
00,00:02:15,+0.30356E+1,V DC,-0.32E-6,A DC,0000163,00163#
00,00:02:15,+0.30353E+1,V DC,-0.32E-6,A DC,0000164,00164#
00,00:02:16,+0.30354E+1,V DC,-0.32E-6,A DC,0000165,00165#
00,00:02:17,+0.30351E+1,V DC,-0.32E-6,A DC,0000166,00166#
00,00:02:18,+0.30352E+1,V DC,-0.32E-6,A DC,0000167,00167#
00,00:02:19,+0.30351E+1,V DC,-0.32E-6,A DC,0000168,00168#
00,00:02:20,+0.30352E+1,V DC,-0.32E-6,A DC,0000169,00169#
00,00:02:20,+0.30349E+1,V DC,-0.32E-6,A DC,0000170,00170#
00,00:02:21,+0.30349E+1,V DC,-0.32E-6,A DC,0000171,00171#
00,00:02:22,+0.30348E+1,V DC,-0.32E-6,A DC,0000172,00172#
00,00:02:23,+0.30349E+1,V DC,-0.32E-6,A DC,0000173,00173#
00,00:02:24,+0.31168E+1,V DC,-0.34E-6,A DC,0000174,00174#
00,00:02:25,+0.32536E+1,V DC,-0.36E-6,A DC,0000175,00175#
00,00:02:25,+0.34605E+1,V DC,-0.37E-6,A DC,0000176,00176#
00,00:02:26,+0.34941E+1,V DC,-0.38E-6,A DC,0000177,00177#
00,00:02:27,+0.35408E+1,V DC,-0.38E-6,A DC,0000178,00178#
00,00:02:28,+0.35316E+1,V DC,-0.37E-6,A DC,0000179,00179#
00,00:02:29,+0.35178E+1,V DC,-0.37E-6,A DC,0000180,00180#
00,00:02:30,+0.35179E+1,V DC,-0.37E-6,A DC,0000181,00181#
00,00:02:30,+0.35186E+1,V DC,-0.37E-6,A DC,0000182,00182#
00,00:02:31,+0.35191E+1,V DC,-0.37E-6,A DC,0000183,00183#
00,00:02:32,+0.35167E+1,V DC,-0.37E-6,A DC,0000184,00184#
00,00:02:33,+0.35163E+1,V DC,-0.37E-6,A DC,0000185,00185#
00,00:02:34,+0.35167E+1,V DC,-0.36E-6,A DC,0000186,00186#
00,00:02:35,+0.35156E+1,V DC,-0.37E-6,A DC,0000187,00187#
00,00:02:35,+0.35138E+1,V DC,-0.37E-6,A DC,0000188,00188#
00,00:02:36,+0.35138E+1,V DC,-0.37E-6,A DC,0000189,00189#
00,00:02:37,+0.35130E+1,V DC,-0.37E-6,A DC,0000190,00190#
00,00:02:38,+0.35128E+1,V DC,-0.37E-6,A DC,0000191,00191#
00,00:02:39,+0.35123E+1,V DC,-0.37E-6,A DC,0000192,00192#
00,00:02:40,+0.35125E+1,V DC,-0.37E-6,A DC,0000193,00193#
00,00:02:40,+0.35123E+1,V DC,-0.37E-6,A DC,0000194,00194#
00,00:02:41,+0.35126E+1,V DC,-0.37E-6,A DC,0000195,00195#
00,00:02:42,+0.35126E+1,V DC,-0.37E-6,A DC,0000196,00196#
00,00:02:43,+0.35124E+1,V DC,-0.37E-6,A DC,0000197,00197#
00,00:02:44,+0.35126E+1,V DC,-0.37E-6,A DC,0000198,00198#
00,00:02:45,+0.35126E+1,V DC,-0.37E-6,A DC,0000199,00199#
00,00:02:45,+0.35122E+1,V DC,-0.37E-6,A DC,0000200,00200#
00,00:02:46,+0.35123E+1,V DC,-0.37E-6,A DC,0000201,00201#
00,00:02:47,+0.35122E+1,V DC,-0.37E-6,A DC,0000202,00202#
00,00:02:48,+0.35123E+1,V DC,-0.37E-6,A DC,0000203,00203#
00,00:02:49,+0.35122E+1,V DC,-0.36E-6,A DC,0000204,00204#
00,00:02:50,+0.35123E+1,V DC,-0.37E-6,A DC,0000205,00205#
00,00:02:50,+0.35121E+1,V DC,-0.37E-6,A DC,0000206,00206#
00,00:02:51,+0.35124E+1,V DC,-0.38E-6,A DC,0000207,00207#
00,00:02:52,+0.35937E+1,V DC,-0.40E-6,A DC,0000208,00208#
00,00:02:53,+0.37732E+1,V DC,-0.41E-6,A DC,0000209,00209#
00,00:02:54,+0.40137E+1,V DC,-0.42E-6,A DC,0000210,00210#
00,00:02:55,+0.40596E+1,V DC,-0.43E-6,A DC,0000211,00211#
00,00:02:55,+0.40543E+1,V DC,-0.43E-6,A DC,0000212,00212#
00,00:02:56,+0.40539E+1,V DC,-0.42E-6,A DC,0000213,00213#
00,00:02:57,+0.40539E+1,V DC,-0.42E-6,A DC,0000214,00214#
00,00:02:58,+0.40537E+1,V DC,-0.42E-6,A DC,0000215,00215#
00,00:02:59,+0.40536E+1,V DC,-0.43E-6,A DC,0000216,00216#
00,00:02:59,+0.40535E+1,V DC,-0.43E-6,A DC,0000217,00217#
00,00:03:00,+0.40533E+1,V DC,-0.42E-6,A DC,0000218,00218#
00,00:03:01,+0.40531E+1,V DC,-0.44E-6,A DC,0000219,00219#
00,00:03:02,+0.40529E+1,V DC,-0.41E-6,A DC,0000220,00220#
00,00:03:03,+0.40528E+1,V DC,-0.43E-6,A DC,0000221,00221#
00,00:03:04,+0.40528E+1,V DC,-0.43E-6,A DC,0000222,00222#
00,00:03:04,+0.40529E+1,V DC,-0.42E-6,A DC,0000223,00223#
00,00:03:05,+0.40530E+1,V DC,-0.42E-6,A DC,0000224,00224#
00,00:03:06,+0.40532E+1,V DC,-0.42E-6,A DC,0000225,00225#
00,00:03:07,+0.40529E+1,V DC,-0.43E-6,A DC,0000226,00226#
00,00:03:08,+0.40529E+1,V DC,-0.43E-6,A DC,0000227,00227#
00,00:03:09,+0.40527E+1,V DC,-0.42E-6,A DC,0000228,00228#
00,00:03:09,+0.40524E+1,V DC,-0.42E-6,A DC,0000229,00229#
00,00:03:10,+0.40523E+1,V DC,-0.42E-6,A DC,0000230,00230#
00,00:03:11,+0.40522E+1,V DC,-0.42E-6,A DC,0000231,00231#
00,00:03:12,+0.40522E+1,V DC,-0.43E-6,A DC,0000232,00232#
00,00:03:13,+0.40521E+1,V DC,-0.42E-6,A DC,0000233,00233#
00,00:03:14,+0.40520E+1,V DC,-0.43E-6,A DC,0000234,00234#
00,00:03:14,+0.40521E+1,V DC,-0.42E-6,A DC,0000235,00235#
00,00:03:15,+0.40520E+1,V DC,-0.43E-6,A DC,0000236,00236#
00,00:03:16,+0.40620E+1,V DC,-0.44E-6,A DC,0000237,00237#
00,00:03:17,+0.43098E+1,V DC,-0.46E-6,A DC,0000238,00238#
00,00:03:18,+0.44103E+1,V DC,-0.46E-6,A DC,0000239,00239#
00,00:03:19,+0.45006E+1,V DC,-0.47E-6,A DC,0000240,00240#
00,00:03:19,+0.45756E+1,V DC,-0.48E-6,A DC,0000241,00241#
00,00:03:20,+0.45941E+1,V DC,-0.48E-6,A DC,0000242,00242#
00,00:03:21,+0.45925E+1,V DC,-0.48E-6,A DC,0000243,00243#
00,00:03:22,+0.45913E+1,V DC,-0.48E-6,A DC,0000244,00244#
00,00:03:23,+0.45906E+1,V DC,-0.47E-6,A DC,0000245,00245#
00,00:03:24,+0.45895E+1,V DC,-0.48E-6,A DC,0000246,00246#
00,00:03:24,+0.45886E+1,V DC,-0.48E-6,A DC,0000247,00247#
00,00:03:25,+0.45881E+1,V DC,-0.47E-6,A DC,0000248,00248#
00,00:03:26,+0.45877E+1,V DC,-0.48E-6,A DC,0000249,00249#
00,00:03:27,+0.45880E+1,V DC,-0.48E-6,A DC,0000250,00250#
00,00:03:28,+0.45878E+1,V DC,-0.48E-6,A DC,0000251,00251#
00,00:03:29,+0.45875E+1,V DC,-0.48E-6,A DC,0000252,00252#
00,00:03:29,+0.45874E+1,V DC,-0.48E-6,A DC,0000253,00253#
00,00:03:30,+0.45872E+1,V DC,-0.48E-6,A DC,0000254,00254#
00,00:03:31,+0.45868E+1,V DC,-0.48E-6,A DC,0000255,00255#
00,00:03:32,+0.45867E+1,V DC,-0.48E-6,A DC,0000256,00256#
00,00:03:33,+0.45866E+1,V DC,-0.48E-6,A DC,0000257,00257#
00,00:03:34,+0.45864E+1,V DC,-0.48E-6,A DC,0000258,00258#
00,00:03:34,+0.45862E+1,V DC,-0.47E-6,A DC,0000259,00259#
00,00:03:35,+0.45861E+1,V DC,-0.48E-6,A DC,0000260,00260#
00,00:03:36,+0.45860E+1,V DC,-0.48E-6,A DC,0000261,00261#
00,00:03:37,+0.45859E+1,V DC,-0.48E-6,A DC,0000262,00262#
00,00:03:38,+0.45860E+1,V DC,-0.48E-6,A DC,0000263,00263#
00,00:03:39,+0.45861E+1,V DC,-0.47E-6,A DC,0000264,00264#
00,00:03:39,+0.45860E+1,V DC,-0.48E-6,A DC,0000265,00265#
00,00:03:40,+0.45859E+1,V DC,-0.48E-6,A DC,0000266,00266#
00,00:03:41,+0.45860E+1,V DC,-0.47E-6,A DC,0000267,00267#
00,00:03:42,+0.45857E+1,V DC,-0.47E-6,A DC,0000268,00268#
00,00:03:43,+0.45856E+1,V DC,-0.49E-6,A DC,0000269,00269#
00,00:03:43,+0.45855E+1,V DC,-0.48E-6,A DC,0000270,00270#
00,00:03:44,+0.45855E+1,V DC,-0.48E-6,A DC,0000271,00271#
00,00:03:45,+0.45857E+1,V DC,-0.48E-6,A DC,0000272,00272#
00,00:03:46,+0.45855E+1,V DC,-0.47E-6,A DC,0000273,00273#
00,00:03:47,+0.45856E+1,V DC,-0.47E-6,A DC,0000274,00274#
00,00:03:48,+0.45855E+1,V DC,-0.48E-6,A DC,0000275,00275#
00,00:03:48,+0.45855E+1,V DC,-0.48E-6,A DC,0000276,00276#
00,00:03:49,+0.45887E+1,V DC,-0.50E-6,A DC,0000277,00277#
00,00:03:50,+0.48944E+1,V DC,-0.52E-6,A DC,0000278,00278#
00,00:03:51,+0.50308E+1,V DC,-0.52E-6,A DC,0000279,00279#
00,00:03:52,+0.50376E+1,V DC,-0.52E-6,A DC,0000280,00280#
00,00:03:53,+0.50314E+1,V DC,-0.52E-6,A DC,0000281,00281#
00,00:03:54,+0.50308E+1,V DC,-0.51E-6,A DC,0000282,00282#
00,00:03:55,+0.50304E+1,V DC,-0.51E-6,A DC,0000283,00283#
00,00:03:56,+0.50303E+1,V DC,-0.53E-6,A DC,0000284,00284#
00,00:03:56,+0.50298E+1,V DC,-0.53E-6,A DC,0000285,00285#
00,00:03:57,+0.50296E+1,V DC,-0.52E-6,A DC,0000286,00286#
00,00:03:58,+0.50294E+1,V DC,-0.51E-6,A DC,0000287,00287#
00,00:03:59,+0.50293E+1,V DC,-0.52E-6,A DC,0000288,00288#
00,00:04:00,+0.50292E+1,V DC,-0.51E-6,A DC,0000289,00289#
00,00:04:01,+0.50290E+1,V DC,-0.52E-6,A DC,0000290,00290#
00,00:04:01,+0.50288E+1,V DC,-0.52E-6,A DC,0000291,00291#
00,00:04:02,+0.50288E+1,V DC,-0.52E-6,A DC,0000292,00292#
00,00:04:03,+0.50287E+1,V DC,-0.52E-6,A DC,0000293,00293#
00,00:04:04,+0.50286E+1,V DC,-0.52E-6,A DC,0000294,00294#
00,00:04:05,+0.50286E+1,V DC,-0.52E-6,A DC,0000295,00295#
00,00:04:06,+0.50284E+1,V DC,-0.52E-6,A DC,0000296,00296#
00,00:04:06,+0.50284E+1,V DC,-0.52E-6,A DC,0000297,00297#
00,00:04:07,+0.50285E+1,V DC,-0.52E-6,A DC,0000298,00298#
00,00:04:08,+0.50284E+1,V DC,-0.52E-6,A DC,0000299,00299#
00,00:04:09,+0.50284E+1,V DC,-0.52E-6,A DC,0000300,00300#
00,00:04:10,+0.50283E+1,V DC,-0.52E-6,A DC,0000301,00301#
00,00:04:11,+0.50283E+1,V DC,-0.52E-6,A DC,0000302,00302#
00,00:04:11,+0.50281E+1,V DC,-0.52E-6,A DC,0000303,00303#
00,00:04:12,+0.50279E+1,V DC,-0.53E-6,A DC,0000304,00304#
00,00:04:13,+0.50278E+1,V DC,-0.52E-6,A DC,0000305,00305#
00,00:04:14,+0.50279E+1,V DC,-0.53E-6,A DC,0000306,00306#
00,00:04:15,+0.50277E+1,V DC,-0.52E-6,A DC,0000307,00307#
00,00:04:16,+0.50276E+1,V DC,-0.52E-6,A DC,0000308,00308#
00,00:04:16,+0.50275E+1,V DC,-0.51E-6,A DC,0000309,00309#
00,00:04:18,+0.5413E+1,V DC,-0.56E-6,A DC,0000310,00310#
00,00:04:18,+0.5417E+1,V DC,-0.56E-6,A DC,0000311,00311#
00,00:04:19,+0.5418E+1,V DC,-0.56E-6,A DC,0000312,00312#
00,00:04:20,+0.5417E+1,V DC,-0.56E-6,A DC,0000313,00313#
00,00:04:21,+0.5418E+1,V DC,-0.56E-6,A DC,0000314,00314#
00,00:04:22,+0.5418E+1,V DC,-0.56E-6,A DC,0000315,00315#
00,00:04:22,+0.5418E+1,V DC,-0.56E-6,A DC,0000316,00316#
00,00:04:23,+0.5417E+1,V DC,-0.56E-6,A DC,0000317,00317#
00,00:04:24,+0.5418E+1,V DC,-0.56E-6,A DC,0000318,00318#
00,00:04:25,+0.5418E+1,V DC,-0.56E-6,A DC,0000319,00319#
00,00:04:26,+0.5418E+1,V DC,-0.56E-6,A DC,0000320,00320#
00,00:04:26,+0.5418E+1,V DC,-0.56E-6,A DC,0000321,00321#
00,00:04:27,+0.5418E+1,V DC,-0.55E-6,A DC,0000322,00322#
00,00:04:28,+0.5418E+1,V DC,-0.55E-6,A DC,0000323,00323#
00,00:04:29,+0.5417E+1,V DC,-0.55E-6,A DC,0000324,00324#
00,00:04:30,+0.5418E+1,V DC,-0.56E-6,A DC,0000325,00325#
00,00:04:30,+0.5417E+1,V DC,-0.56E-6,A DC,0000326,00326#
00,00:04:31,+0.5417E+1,V DC,-0.56E-6,A DC,0000327,00327#
00,00:04:32,+0.5417E+1,V DC,-0.56E-6,A DC,0000328,00328#
00,00:04:33,+0.5418E+1,V DC,-0.56E-6,A DC,0000329,00329#
00,00:04:34,+0.5417E+1,V DC,-0.56E-6,A DC,0000330,00330#
00,00:04:34,+0.5417E+1,V DC,-0.56E-6,A DC,0000331,00331#
00,00:04:35,+0.5418E+1,V DC,-0.56E-6,A DC,0000332,00332#
00,00:04:36,+0.5417E+1,V DC,-0.56E-6,A DC,0000333,00333#
00,00:04:37,+0.5417E+1,V DC,-0.56E-6,A DC,0000334,00334#
00,00:04:38,+0.5417E+1,V DC,-0.56E-6,A DC,0000335,00335#
00,00:04:38,+0.5417E+1,V DC,-0.56E-6,A DC,0000336,00336#
00,00:04:39,+0.5417E+1,V DC,-0.56E-6,A DC,0000337,00337#
00,00:04:40,+0.5417E+1,V DC,-0.56E-6,A DC,0000338,00338#
00,00:04:41,+0.5417E+1,V DC,-0.56E-6,A DC,0000339,00339#
