Time(dd),Time(hh:mm:ss),1st Value,1st Unit,2nd Value,2nd Unit,Count,Note
00,00:00:31,+0.5011E+0,V DC,-0.241E-5,A DC,0000037,00037#
00,00:00:32,+0.5016E+0,V DC,-0.242E-5,A DC,0000038,00038#
00,00:00:32,+0.5001E+0,V DC,-0.242E-5,A DC,0000039,00039#
00,00:00:33,+0.4987E+0,V DC,-0.242E-5,A DC,0000040,00040#
00,00:00:34,+0.4995E+0,V DC,-0.243E-5,A DC,0000041,00041#
00,00:00:35,+0.4991E+0,V DC,-0.243E-5,A DC,0000042,00042#
00,00:00:36,+0.4983E+0,V DC,-0.243E-5,A DC,0000043,00043#
00,00:00:37,+0.4984E+0,V DC,-0.243E-5,A DC,0000044,00044#
00,00:00:37,+0.4986E+0,V DC,-0.243E-5,A DC,0000045,00045#
00,00:00:38,+0.4978E+0,V DC,-0.244E-5,A DC,0000046,00046#
00,00:00:39,+0.4983E+0,V DC,-0.244E-5,A DC,0000047,00047#
00,00:00:40,+0.4979E+0,V DC,-0.244E-5,A DC,0000048,00048#
00,00:00:41,+0.4989E+0,V DC,-0.244E-5,A DC,0000049,00049#
00,00:00:42,+0.4989E+0,V DC,-0.245E-5,A DC,0000050,00050#
00,00:00:42,+0.4984E+0,V DC,-0.245E-5,A DC,0000051,00051#
00,00:00:43,+0.4984E+0,V DC,-0.245E-5,A DC,0000052,00052#
00,00:00:44,+0.4980E+0,V DC,-0.245E-5,A DC,0000053,00053#
00,00:00:45,+0.4978E+0,V DC,-0.245E-5,A DC,0000054,00054#
00,00:00:46,+0.4975E+0,V DC,-0.245E-5,A DC,0000055,00055#
00,00:00:47,+0.4978E+0,V DC,-0.245E-5,A DC,0000056,00056#
00,00:00:47,+0.4973E+0,V DC,-0.246E-5,A DC,0000057,00057#
00,00:00:48,+0.4970E+0,V DC,-0.246E-5,A DC,0000058,00058#
00,00:00:49,+0.4969E+0,V DC,-0.246E-5,A DC,0000059,00059#
00,00:00:50,+0.4969E+0,V DC,-0.246E-5,A DC,0000060,00060#
00,00:00:51,+0.4970E+0,V DC,-0.246E-5,A DC,0000061,00061#
00,00:00:52,+0.4974E+0,V DC,-0.246E-5,A DC,0000062,00062#
00,00:00:52,+0.4969E+0,V DC,-0.247E-5,A DC,0000063,00063#
00,00:00:53,+0.4970E+0,V DC,-0.247E-5,A DC,0000064,00064#
00,00:00:54,+0.4968E+0,V DC,-0.247E-5,A DC,0000065,00065#
00,00:00:55,+0.5053E+0,V DC,-0.263E-5,A DC,0000066,00066#
00,00:00:56,+0.9820E+0,V DC,-0.273E-5,A DC,0000067,00067#
00,00:00:57,+1.0482E+0,V DC,-0.275E-5,A DC,0000068,00068#
00,00:00:57,+1.0467E+0,V DC,-0.275E-5,A DC,0000069,00069#
00,00:00:58,+1.0462E+0,V DC,-0.276E-5,A DC,0000070,00070#
00,00:00:59,+1.0455E+0,V DC,-0.277E-5,A DC,0000071,00071#
00,00:01:00,+1.0450E+0,V DC,-0.277E-5,A DC,0000072,00072#
00,00:01:01,+1.0444E+0,V DC,-0.278E-5,A DC,0000073,00073#
00,00:01:02,+1.0442E+0,V DC,-0.278E-5,A DC,0000074,00074#
00,00:01:02,+1.0436E+0,V DC,-0.279E-5,A DC,0000075,00075#
00,00:01:03,+1.0434E+0,V DC,-0.280E-5,A DC,0000076,00076#
00,00:01:04,+1.0434E+0,V DC,-0.280E-5,A DC,0000077,00077#
00,00:01:05,+1.0431E+0,V DC,-0.280E-5,A DC,0000078,00078#
00,00:01:06,+1.0432E+0,V DC,-0.281E-5,A DC,0000079,00079#
00,00:01:07,+1.0431E+0,V DC,-0.281E-5,A DC,0000080,00080#
00,00:01:07,+1.0427E+0,V DC,-0.282E-5,A DC,0000081,00081#
00,00:01:08,+1.0428E+0,V DC,-0.282E-5,A DC,0000082,00082#
00,00:01:09,+1.0431E+0,V DC,-0.282E-5,A DC,0000083,00083#
00,00:01:10,+1.0431E+0,V DC,-0.283E-5,A DC,0000084,00084#
00,00:01:11,+1.0431E+0,V DC,-0.283E-5,A DC,0000085,00085#
00,00:01:12,+1.0429E+0,V DC,-0.284E-5,A DC,0000086,00086#
00,00:01:12,+1.0428E+0,V DC,-0.284E-5,A DC,0000087,00087#
00,00:01:13,+1.0428E+0,V DC,-0.284E-5,A DC,0000088,00088#
00,00:01:14,+1.0427E+0,V DC,-0.285E-5,A DC,0000089,00089#
00,00:01:15,+1.0426E+0,V DC,-0.285E-5,A DC,0000090,00090#
00,00:01:16,+1.0427E+0,V DC,-0.286E-5,A DC,0000091,00091#
00,00:01:16,+1.0426E+0,V DC,-0.286E-5,A DC,0000092,00092#
00,00:01:17,+1.0427E+0,V DC,-0.287E-5,A DC,0000093,00093#
00,00:01:18,+1.0427E+0,V DC,-0.286E-5,A DC,0000094,00094#
00,00:01:19,+1.0426E+0,V DC,-0.287E-5,A DC,0000095,00095#
00,00:01:20,+1.0425E+0,V DC,-0.287E-5,A DC,0000096,00096#
00,00:01:21,+1.0426E+0,V DC,-0.288E-5,A DC,0000097,00097#
00,00:01:21,+1.0425E+0,V DC,-0.288E-5,A DC,0000098,00098#
00,00:01:22,+1.0424E+0,V DC,-0.288E-5,A DC,0000099,00099#
00,00:01:23,+1.0425E+0,V DC,-0.289E-5,A DC,0000100,00100#
00,00:01:24,+1.0424E+0,V DC,-0.295E-5,A DC,0000101,00101#
00,00:01:25,+1.6791E+0,V DC,-0.317E-5,A DC,0000102,00102#
00,00:01:26,+1.6899E+0,V DC,-0.318E-5,A DC,0000103,00103#
00,00:01:26,+1.6881E+0,V DC,-0.319E-5,A DC,0000104,00104#
00,00:01:27,+1.6821E+0,V DC,-0.320E-5,A DC,0000105,00105#
00,00:01:28,+1.6796E+0,V DC,-0.321E-5,A DC,0000106,00106#
00,00:01:29,+1.6764E+0,V DC,-0.321E-5,A DC,0000107,00107#
00,00:01:30,+1.6756E+0,V DC,-0.322E-5,A DC,0000108,00108#
00,00:01:31,+1.6743E+0,V DC,-0.323E-5,A DC,0000109,00109#
00,00:01:31,+1.6750E+0,V DC,-0.323E-5,A DC,0000110,00110#
00,00:01:32,+1.6743E+0,V DC,-0.324E-5,A DC,0000111,00111#
00,00:01:33,+1.6732E+0,V DC,-0.325E-5,A DC,0000112,00112#
00,00:01:34,+1.6739E+0,V DC,-0.325E-5,A DC,0000113,00113#
00,00:01:35,+1.6739E+0,V DC,-0.326E-5,A DC,0000114,00114#
00,00:01:36,+1.6754E+0,V DC,-0.326E-5,A DC,0000115,00115#
00,00:01:36,+1.6733E+0,V DC,-0.326E-5,A DC,0000116,00116#
00,00:01:37,+1.6723E+0,V DC,-0.327E-5,A DC,0000117,00117#
00,00:01:38,+1.6718E+0,V DC,-0.328E-5,A DC,0000118,00118#
00,00:01:39,+1.6715E+0,V DC,-0.328E-5,A DC,0000119,00119#
00,00:01:40,+1.6709E+0,V DC,-0.328E-5,A DC,0000120,00120#
00,00:01:41,+1.6723E+0,V DC,-0.329E-5,A DC,0000121,00121#
00,00:01:41,+1.6739E+0,V DC,-0.329E-5,A DC,0000122,00122#
00,00:01:42,+1.6754E+0,V DC,-0.330E-5,A DC,0000123,00123#
00,00:01:43,+1.6757E+0,V DC,-0.330E-5,A DC,0000124,00124#
00,00:01:44,+1.6755E+0,V DC,-0.331E-5,A DC,0000125,00125#
00,00:01:45,+1.6757E+0,V DC,-0.331E-5,A DC,0000126,00126#
00,00:01:46,+1.6762E+0,V DC,-0.331E-5,A DC,0000127,00127#
00,00:01:46,+1.6771E+0,V DC,-0.331E-5,A DC,0000128,00128#
00,00:01:47,+1.6773E+0,V DC,-0.332E-5,A DC,0000129,00129#
00,00:01:48,+1.6756E+0,V DC,-0.332E-5,A DC,0000130,00130#
00,00:01:49,+1.6753E+0,V DC,-0.332E-5,A DC,0000131,00131#
00,00:01:50,+1.6745E+0,V DC,-0.333E-5,A DC,0000132,00132#
00,00:01:51,+1.6787E+0,V DC,-0.335E-5,A DC,0000133,00133#
00,00:01:51,+1.8325E+0,V DC,-0.341E-5,A DC,0000134,00134#
00,00:01:52,+1.9646E+0,V DC,-0.344E-5,A DC,0000135,00135#
00,00:01:53,+0.20634E+1,V DC,-0.347E-5,A DC,0000136,00136#
00,00:01:54,+0.20315E+1,V DC,-0.347E-5,A DC,0000137,00137#
00,00:01:55,+0.20302E+1,V DC,-0.348E-5,A DC,0000138,00138#
00,00:01:56,+0.20295E+1,V DC,-0.349E-5,A DC,0000139,00139#
00,00:01:56,+0.20293E+1,V DC,-0.349E-5,A DC,0000140,00140#
00,00:01:57,+0.20286E+1,V DC,-0.349E-5,A DC,0000141,00141#
00,00:01:58,+0.20284E+1,V DC,-0.350E-5,A DC,0000142,00142#
00,00:01:59,+0.20283E+1,V DC,-0.350E-5,A DC,0000143,00143#
00,00:02:00,+0.20292E+1,V DC,-0.350E-5,A DC,0000144,00144#
00,00:02:01,+0.20306E+1,V DC,-0.351E-5,A DC,0000145,00145#
00,00:02:01,+0.20302E+1,V DC,-0.351E-5,A DC,0000146,00146#
00,00:02:02,+0.20292E+1,V DC,-0.351E-5,A DC,0000147,00147#
00,00:02:03,+0.20305E+1,V DC,-0.352E-5,A DC,0000148,00148#
00,00:02:04,+0.20300E+1,V DC,-0.352E-5,A DC,0000149,00149#
00,00:02:05,+0.20296E+1,V DC,-0.352E-5,A DC,0000150,00150#
00,00:02:06,+0.20290E+1,V DC,-0.352E-5,A DC,0000151,00151#
00,00:02:06,+0.20292E+1,V DC,-0.353E-5,A DC,0000152,00152#
00,00:02:07,+0.20298E+1,V DC,-0.353E-5,A DC,0000153,00153#
00,00:02:08,+0.20302E+1,V DC,-0.353E-5,A DC,0000154,00154#
00,00:02:09,+0.20297E+1,V DC,-0.353E-5,A DC,0000155,00155#
00,00:02:10,+0.20295E+1,V DC,-0.354E-5,A DC,0000156,00156#
00,00:02:11,+0.20305E+1,V DC,-0.354E-5,A DC,0000157,00157#
00,00:02:11,+0.20299E+1,V DC,-0.354E-5,A DC,0000158,00158#
00,00:02:12,+0.20290E+1,V DC,-0.354E-5,A DC,0000159,00159#
00,00:02:13,+0.20290E+1,V DC,-0.354E-5,A DC,0000160,00160#
00,00:02:14,+0.20287E+1,V DC,-0.355E-5,A DC,0000161,00161#
00,00:02:15,+0.20294E+1,V DC,-0.355E-5,A DC,0000162,00162#
00,00:02:16,+0.20292E+1,V DC,-0.355E-5,A DC,0000163,00163#
00,00:02:16,+0.20290E+1,V DC,-0.355E-5,A DC,0000164,00164#
00,00:02:17,+0.20292E+1,V DC,-0.355E-5,A DC,0000165,00165#
00,00:02:18,+0.20288E+1,V DC,-0.356E-5,A DC,0000166,00166#
00,00:02:19,+0.20315E+1,V DC,-0.356E-5,A DC,0000167,00167#
00,00:02:20,+0.21792E+1,V DC,-0.362E-5,A DC,0000168,00168#
00,00:02:21,+0.23570E+1,V DC,-0.369E-5,A DC,0000169,00169#
00,00:02:21,+0.24288E+1,V DC,-0.371E-5,A DC,0000170,00170#
00,00:02:22,+0.25043E+1,V DC,-0.374E-5,A DC,0000171,00171#
00,00:02:23,+0.25168E+1,V DC,-0.375E-5,A DC,0000172,00172#
00,00:02:24,+0.25160E+1,V DC,-0.375E-5,A DC,0000173,00173#
00,00:02:25,+0.25159E+1,V DC,-0.375E-5,A DC,0000174,00174#
00,00:02:26,+0.25152E+1,V DC,-0.376E-5,A DC,0000175,00175#
00,00:02:26,+0.25136E+1,V DC,-0.376E-5,A DC,0000176,00176#
00,00:02:27,+0.25130E+1,V DC,-0.376E-5,A DC,0000177,00177#
00,00:02:28,+0.25127E+1,V DC,-0.376E-5,A DC,0000178,00178#
00,00:02:29,+0.25124E+1,V DC,-0.377E-5,A DC,0000179,00179#
00,00:02:30,+0.25118E+1,V DC,-0.377E-5,A DC,0000180,00180#
00,00:02:31,+0.25119E+1,V DC,-0.377E-5,A DC,0000181,00181#
00,00:02:31,+0.25117E+1,V DC,-0.377E-5,A DC,0000182,00182#
00,00:02:32,+0.25115E+1,V DC,-0.378E-5,A DC,0000183,00183#
00,00:02:33,+0.25113E+1,V DC,-0.378E-5,A DC,0000184,00184#
00,00:02:34,+0.25112E+1,V DC,-0.378E-5,A DC,0000185,00185#
00,00:02:35,+0.25112E+1,V DC,-0.378E-5,A DC,0000186,00186#
00,00:02:36,+0.25110E+1,V DC,-0.379E-5,A DC,0000187,00187#
00,00:02:36,+0.25110E+1,V DC,-0.379E-5,A DC,0000188,00188#
00,00:02:37,+0.25110E+1,V DC,-0.379E-5,A DC,0000189,00189#
00,00:02:38,+0.25110E+1,V DC,-0.379E-5,A DC,0000190,00190#
00,00:02:39,+0.25110E+1,V DC,-0.379E-5,A DC,0000191,00191#
00,00:02:40,+0.25111E+1,V DC,-0.380E-5,A DC,0000192,00192#
00,00:02:41,+0.25110E+1,V DC,-0.380E-5,A DC,0000193,00193#
00,00:02:41,+0.25110E+1,V DC,-0.381E-5,A DC,0000194,00194#
00,00:02:42,+0.25111E+1,V DC,-0.380E-5,A DC,0000195,00195#
00,00:02:43,+0.25111E+1,V DC,-0.380E-5,A DC,0000196,00196#
00,00:02:44,+0.25110E+1,V DC,-0.381E-5,A DC,0000197,00197#
00,00:02:45,+0.25111E+1,V DC,-0.381E-5,A DC,0000198,00198#
00,00:02:46,+0.25109E+1,V DC,-0.381E-5,A DC,0000199,00199#
00,00:02:46,+0.25110E+1,V DC,-0.381E-5,A DC,0000200,00200#
00,00:02:47,+0.25110E+1,V DC,-0.382E-5,A DC,0000201,00201#
00,00:02:48,+0.25110E+1,V DC,-0.382E-5,A DC,0000202,00202#
00,00:02:49,+0.25109E+1,V DC,-0.382E-5,A DC,0000203,00203#
00,00:02:50,+0.25109E+1,V DC,-0.382E-5,A DC,0000204,00204#
00,00:02:51,+0.27739E+1,V DC,-0.391E-5,A DC,0000205,00205#
00,00:02:51,+0.28634E+1,V DC,-0.395E-5,A DC,0000206,00206#
00,00:02:52,+0.29228E+1,V DC,-0.399E-5,A DC,0000207,00207#
00,00:02:53,+0.30110E+1,V DC,-0.402E-5,A DC,0000208,00208#
00,00:02:54,+0.30336E+1,V DC,-0.403E-5,A DC,0000209,00209#
00,00:02:55,+0.30328E+1,V DC,-0.403E-5,A DC,0000210,00210#
00,00:02:56,+0.30327E+1,V DC,-0.404E-5,A DC,0000211,00211#
00,00:02:56,+0.30324E+1,V DC,-0.404E-5,A DC,0000212,00212#
00,00:02:57,+0.30323E+1,V DC,-0.405E-5,A DC,0000213,00213#
00,00:02:58,+0.30322E+1,V DC,-0.405E-5,A DC,0000214,00214#
00,00:02:59,+0.30321E+1,V DC,-0.405E-5,A DC,0000215,00215#
00,00:03:00,+0.30320E+1,V DC,-0.406E-5,A DC,0000216,00216#
00,00:03:00,+0.30318E+1,V DC,-0.406E-5,A DC,0000217,00217#
00,00:03:01,+0.30318E+1,V DC,-0.406E-5,A DC,0000218,00218#
00,00:03:02,+0.30317E+1,V DC,-0.406E-5,A DC,0000219,00219#
00,00:03:03,+0.30317E+1,V DC,-0.406E-5,A DC,0000220,00220#
00,00:03:04,+0.30316E+1,V DC,-0.407E-5,A DC,0000221,00221#
00,00:03:05,+0.30317E+1,V DC,-0.407E-5,A DC,0000222,00222#
00,00:03:05,+0.30317E+1,V DC,-0.407E-5,A DC,0000223,00223#
00,00:03:06,+0.30316E+1,V DC,-0.407E-5,A DC,0000224,00224#
00,00:03:07,+0.30316E+1,V DC,-0.408E-5,A DC,0000225,00225#
00,00:03:08,+0.30315E+1,V DC,-0.407E-5,A DC,0000226,00226#
00,00:03:09,+0.30315E+1,V DC,-0.408E-5,A DC,0000227,00227#
00,00:03:10,+0.30314E+1,V DC,-0.408E-5,A DC,0000228,00228#
00,00:03:10,+0.30314E+1,V DC,-0.408E-5,A DC,0000229,00229#
00,00:03:11,+0.30313E+1,V DC,-0.409E-5,A DC,0000230,00230#
00,00:03:12,+0.30313E+1,V DC,-0.409E-5,A DC,0000231,00231#
00,00:03:13,+0.30312E+1,V DC,-0.409E-5,A DC,0000232,00232#
00,00:03:14,+0.30312E+1,V DC,-0.409E-5,A DC,0000233,00233#
00,00:03:15,+0.30312E+1,V DC,-0.410E-5,A DC,0000234,00234#
00,00:03:15,+0.30312E+1,V DC,-0.410E-5,A DC,0000235,00235#
00,00:03:16,+0.30311E+1,V DC,-0.410E-5,A DC,0000236,00236#
00,00:03:17,+0.32745E+1,V DC,-0.423E-5,A DC,0000237,00237#
00,00:03:18,+0.35212E+1,V DC,-0.429E-5,A DC,0000238,00238#
00,00:03:19,+0.35553E+1,V DC,-0.430E-5,A DC,0000239,00239#
00,00:03:20,+0.35539E+1,V DC,-0.431E-5,A DC,0000240,00240#
00,00:03:20,+0.35533E+1,V DC,-0.432E-5,A DC,0000241,00241#
00,00:03:21,+0.35528E+1,V DC,-0.432E-5,A DC,0000242,00242#
00,00:03:22,+0.35527E+1,V DC,-0.433E-5,A DC,0000243,00243#
00,00:03:23,+0.35524E+1,V DC,-0.433E-5,A DC,0000244,00244#
00,00:03:24,+0.35521E+1,V DC,-0.433E-5,A DC,0000245,00245#
00,00:03:25,+0.35520E+1,V DC,-0.434E-5,A DC,0000246,00246#
00,00:03:25,+0.35518E+1,V DC,-0.434E-5,A DC,0000247,00247#
00,00:03:26,+0.35516E+1,V DC,-0.434E-5,A DC,0000248,00248#
00,00:03:27,+0.35516E+1,V DC,-0.434E-5,A DC,0000249,00249#
00,00:03:28,+0.35514E+1,V DC,-0.434E-5,A DC,0000250,00250#
00,00:03:29,+0.35513E+1,V DC,-0.435E-5,A DC,0000251,00251#
00,00:03:30,+0.35512E+1,V DC,-0.435E-5,A DC,0000252,00252#
00,00:03:30,+0.35512E+1,V DC,-0.435E-5,A DC,0000253,00253#
00,00:03:31,+0.35510E+1,V DC,-0.435E-5,A DC,0000254,00254#
00,00:03:32,+0.35509E+1,V DC,-0.436E-5,A DC,0000255,00255#
00,00:03:33,+0.35509E+1,V DC,-0.437E-5,A DC,0000256,00256#
00,00:03:34,+0.35508E+1,V DC,-0.436E-5,A DC,0000257,00257#
00,00:03:35,+0.35508E+1,V DC,-0.437E-5,A DC,0000258,00258#
00,00:03:35,+0.35507E+1,V DC,-0.437E-5,A DC,0000259,00259#
00,00:03:36,+0.35506E+1,V DC,-0.437E-5,A DC,0000260,00260#
00,00:03:37,+0.35506E+1,V DC,-0.437E-5,A DC,0000261,00261#
00,00:03:38,+0.35506E+1,V DC,-0.437E-5,A DC,0000262,00262#
00,00:03:39,+0.35505E+1,V DC,-0.437E-5,A DC,0000263,00263#
00,00:03:40,+0.35505E+1,V DC,-0.438E-5,A DC,0000264,00264#
00,00:03:40,+0.35504E+1,V DC,-0.438E-5,A DC,0000265,00265#
00,00:03:41,+0.35503E+1,V DC,-0.438E-5,A DC,0000266,00266#
00,00:03:42,+0.35504E+1,V DC,-0.438E-5,A DC,0000267,00267#
00,00:03:43,+0.35503E+1,V DC,-0.439E-5,A DC,0000268,00268#
00,00:03:44,+0.35503E+1,V DC,-0.438E-5,A DC,0000269,00269#
00,00:03:45,+0.35503E+1,V DC,-0.439E-5,A DC,0000270,00270#
00,00:03:45,+0.36123E+1,V DC,-0.450E-5,A DC,0000271,00271#
00,00:03:46,+0.40540E+1,V DC,-0.456E-5,A DC,0000272,00272#
00,00:03:47,+0.40443E+1,V DC,-0.458E-5,A DC,0000273,00273#
00,00:03:48,+0.40437E+1,V DC,-0.458E-5,A DC,0000274,00274#
00,00:03:49,+0.40431E+1,V DC,-0.459E-5,A DC,0000275,00275#
00,00:03:50,+0.40426E+1,V DC,-0.460E-5,A DC,0000276,00276#
00,00:03:50,+0.40423E+1,V DC,-0.460E-5,A DC,0000277,00277#
00,00:03:51,+0.40422E+1,V DC,-0.460E-5,A DC,0000278,00278#
00,00:03:52,+0.40422E+1,V DC,-0.460E-5,A DC,0000279,00279#
00,00:03:53,+0.40421E+1,V DC,-0.461E-5,A DC,0000280,00280#
00,00:03:54,+0.40420E+1,V DC,-0.461E-5,A DC,0000281,00281#
00,00:03:55,+0.40420E+1,V DC,-0.461E-5,A DC,0000282,00282#
00,00:03:55,+0.40420E+1,V DC,-0.461E-5,A DC,0000283,00283#
00,00:03:56,+0.40420E+1,V DC,-0.462E-5,A DC,0000284,00284#
00,00:03:57,+0.40420E+1,V DC,-0.462E-5,A DC,0000285,00285#
00,00:03:58,+0.40420E+1,V DC,-0.462E-5,A DC,0000286,00286#
00,00:03:59,+0.40419E+1,V DC,-0.462E-5,A DC,0000287,00287#
00,00:04:00,+0.40420E+1,V DC,-0.462E-5,A DC,0000288,00288#
00,00:04:00,+0.40419E+1,V DC,-0.462E-5,A DC,0000289,00289#
00,00:04:01,+0.40418E+1,V DC,-0.463E-5,A DC,0000290,00290#
00,00:04:02,+0.40418E+1,V DC,-0.463E-5,A DC,0000291,00291#
00,00:04:03,+0.40418E+1,V DC,-0.463E-5,A DC,0000292,00292#
00,00:04:04,+0.40418E+1,V DC,-0.463E-5,A DC,0000293,00293#
00,00:04:05,+0.40418E+1,V DC,-0.464E-5,A DC,0000294,00294#
00,00:04:05,+0.40418E+1,V DC,-0.463E-5,A DC,0000295,00295#
00,00:04:06,+0.40417E+1,V DC,-0.463E-5,A DC,0000296,00296#
00,00:04:07,+0.40417E+1,V DC,-0.464E-5,A DC,0000297,00297#
00,00:04:08,+0.40417E+1,V DC,-0.464E-5,A DC,0000298,00298#
00,00:04:09,+0.40417E+1,V DC,-0.465E-5,A DC,0000299,00299#
00,00:04:10,+0.40417E+1,V DC,-0.464E-5,A DC,0000300,00300#
00,00:04:10,+0.40417E+1,V DC,-0.465E-5,A DC,0000301,00301#
00,00:04:11,+0.40417E+1,V DC,-0.465E-5,A DC,0000302,00302#
00,00:04:12,+0.40417E+1,V DC,-0.465E-5,A DC,0000303,00303#
00,00:04:13,+0.40417E+1,V DC,-0.465E-5,A DC,0000304,00304#
00,00:04:14,+0.40416E+1,V DC,-0.466E-5,A DC,0000305,00305#
00,00:04:15,+0.40416E+1,V DC,-0.466E-5,A DC,0000306,00306#
00,00:04:15,+0.40416E+1,V DC,-0.466E-5,A DC,0000307,00307#
00,00:04:16,+0.40415E+1,V DC,-0.466E-5,A DC,0000308,00308#
00,00:04:17,+0.40415E+1,V DC,-0.466E-5,A DC,0000309,00309#
00,00:04:18,+0.40414E+1,V DC,-0.466E-5,A DC,0000310,00310#
00,00:04:19,+0.40414E+1,V DC,-0.466E-5,A DC,0000311,00311#
00,00:04:20,+0.40414E+1,V DC,-0.467E-5,A DC,0000312,00312#
00,00:04:20,+0.40414E+1,V DC,-0.467E-5,A DC,0000313,00313#
00,00:04:21,+0.40414E+1,V DC,-0.467E-5,A DC,0000314,00314#
00,00:04:22,+0.40414E+1,V DC,-0.467E-5,A DC,0000315,00315#
00,00:04:23,+0.40414E+1,V DC,-0.467E-5,A DC,0000316,00316#
00,00:04:24,+0.40414E+1,V DC,-0.468E-5,A DC,0000317,00317#
00,00:04:25,+0.40414E+1,V DC,-0.467E-5,A DC,0000318,00318#
00,00:04:25,+0.40413E+1,V DC,-0.468E-5,A DC,0000319,00319#
00,00:04:26,+0.40413E+1,V DC,-0.468E-5,A DC,0000320,00320#
00,00:04:27,+0.40413E+1,V DC,-0.468E-5,A DC,0000321,00321#
00,00:04:28,+0.40413E+1,V DC,-0.468E-5,A DC,0000322,00322#
00,00:04:29,+0.40413E+1,V DC,-0.468E-5,A DC,0000323,00323#
00,00:04:30,+0.40413E+1,V DC,-0.469E-5,A DC,0000324,00324#
00,00:04:30,+0.40413E+1,V DC,-0.469E-5,A DC,0000325,00325#
00,00:04:31,+0.40412E+1,V DC,-0.469E-5,A DC,0000326,00326#
00,00:04:32,+0.40412E+1,V DC,-0.468E-5,A DC,0000327,00327#
00,00:04:33,+0.40412E+1,V DC,-0.469E-5,A DC,0000328,00328#
00,00:04:34,+0.40412E+1,V DC,-0.469E-5,A DC,0000329,00329#
00,00:04:35,+0.40674E+1,V DC,-0.477E-5,A DC,0000330,00330#
00,00:04:35,+0.44768E+1,V DC,-0.485E-5,A DC,0000331,00331#
00,00:04:36,+0.45747E+1,V DC,-0.490E-5,A DC,0000332,00332#
00,00:04:37,+0.45649E+1,V DC,-0.490E-5,A DC,0000333,00333#
00,00:04:38,+0.45645E+1,V DC,-0.491E-5,A DC,0000334,00334#
00,00:04:39,+0.45641E+1,V DC,-0.491E-5,A DC,0000335,00335#
00,00:04:40,+0.45639E+1,V DC,-0.491E-5,A DC,0000336,00336#
00,00:04:40,+0.45639E+1,V DC,-0.492E-5,A DC,0000337,00337#
00,00:04:41,+0.45635E+1,V DC,-0.492E-5,A DC,0000338,00338#
00,00:04:42,+0.45635E+1,V DC,-0.492E-5,A DC,0000339,00339#
