Time(dd),Time(hh:mm:ss),1st Value,1st Unit,2nd Value,2nd Unit,Count,Note
00,00:04:36,+0.26468E+1,V DC,-0.24300E-1,A DC,0000332,00332#
00,00:04:37,+0.26467E+1,V DC,-0.24300E-1,A DC,0000333,00333#
00,00:04:38,+0.26468E+1,V DC,-0.24301E-1,A DC,0000334,00334#
00,00:04:39,+0.26467E+1,V DC,-0.24300E-1,A DC,0000335,00335#
00,00:04:39,+0.26467E+1,V DC,-0.24300E-1,A DC,0000336,00336#
00,00:04:40,+0.26467E+1,V DC,-0.24300E-1,A DC,0000337,00337#
00,00:04:41,+0.26467E+1,V DC,-0.24300E-1,A DC,0000338,00338#
00,00:04:42,+0.26466E+1,V DC,-0.24301E-1,A DC,0000339,00339#
00,00:04:43,+0.26574E+1,V DC,-0.25693E-1,A DC,0000340,00340#
00,00:04:44,+0.28028E+1,V DC,-0.25737E-1,A DC,0000341,00341#
00,00:04:44,+0.28030E+1,V DC,-0.25738E-1,A DC,0000342,00342#
00,00:04:45,+0.28030E+1,V DC,-0.25738E-1,A DC,0000343,00343#
00,00:04:46,+0.28031E+1,V DC,-0.25739E-1,A DC,0000344,00344#
00,00:04:47,+0.28031E+1,V DC,-0.25739E-1,A DC,0000345,00345#
00,00:04:48,+0.28031E+1,V DC,-0.25739E-1,A DC,0000346,00346#
00,00:04:49,+0.28031E+1,V DC,-0.25740E-1,A DC,0000347,00347#
00,00:04:49,+0.28031E+1,V DC,-0.25740E-1,A DC,0000348,00348#
00,00:04:50,+0.28031E+1,V DC,-0.25740E-1,A DC,0000349,00349#
00,00:04:51,+0.28031E+1,V DC,-0.25740E-1,A DC,0000350,00350#
00,00:04:52,+0.28030E+1,V DC,-0.25741E-1,A DC,0000351,00351#
00,00:04:53,+0.28031E+1,V DC,-0.25741E-1,A DC,0000352,00352#
00,00:04:54,+0.28030E+1,V DC,-0.25741E-1,A DC,0000353,00353#
00,00:04:54,+0.28030E+1,V DC,-0.25741E-1,A DC,0000354,00354#
00,00:04:55,+0.28030E+1,V DC,-0.25741E-1,A DC,0000355,00355#
00,00:04:56,+0.28030E+1,V DC,-0.25741E-1,A DC,0000356,00356#
00,00:04:57,+0.28030E+1,V DC,-0.25742E-1,A DC,0000357,00357#
00,00:04:58,+0.28030E+1,V DC,-0.25742E-1,A DC,0000358,00358#
00,00:04:58,+0.28030E+1,V DC,-0.25742E-1,A DC,0000359,00359#
00,00:04:59,+0.28030E+1,V DC,-0.25742E-1,A DC,0000360,00360#
00,00:05:00,+0.28030E+1,V DC,-0.25742E-1,A DC,0000361,00361#
00,00:05:01,+0.28030E+1,V DC,-0.25742E-1,A DC,0000362,00362#
00,00:05:02,+0.28030E+1,V DC,-0.25743E-1,A DC,0000363,00363#
00,00:05:03,+0.28029E+1,V DC,-0.25743E-1,A DC,0000364,00364#
00,00:05:03,+0.28029E+1,V DC,-0.25743E-1,A DC,0000365,00365#
00,00:05:04,+0.28029E+1,V DC,-0.25743E-1,A DC,0000366,00366#
00,00:05:05,+0.28029E+1,V DC,-0.25743E-1,A DC,0000367,00367#
00,00:05:06,+0.28029E+1,V DC,-0.25743E-1,A DC,0000368,00368#
00,00:05:07,+0.28029E+1,V DC,-0.25743E-1,A DC,0000369,00369#
00,00:05:08,+0.28029E+1,V DC,-0.25743E-1,A DC,0000370,00370#
00,00:05:08,+0.28029E+1,V DC,-0.25743E-1,A DC,0000371,00371#
00,00:05:09,+0.28029E+1,V DC,-0.25743E-1,A DC,0000372,00372#
00,00:05:10,+0.28029E+1,V DC,-0.25743E-1,A DC,0000373,00373#
