Time(dd),Time(hh:mm:ss),1st Value,1st Unit,2nd Value,2nd Unit,Count,Note
00,00:00:20,+1.6846E-1,V DC,-1.5417E-3,A DC,0000024,00024#
00,00:00:20,+1.6820E-1,V DC,-1.5424E-3,A DC,0000025,00025#
00,00:00:21,+1.6820E-1,V DC,-1.5399E-3,A DC,0000026,00026#
00,00:00:22,+1.6805E-1,V DC,-1.5399E-3,A DC,0000027,00027#
00,00:00:23,+1.6807E-1,V DC,-1.5391E-3,A DC,0000028,00028#
00,00:00:24,+1.6787E-1,V DC,-1.5392E-3,A DC,0000029,00029#
00,00:00:25,+1.6802E-1,V DC,-1.5394E-3,A DC,0000030,00030#
00,00:00:25,+1.6797E-1,V DC,-1.5392E-3,A DC,0000031,00031#
00,00:00:26,+1.6803E-1,V DC,-1.5394E-3,A DC,0000032,00032#
00,00:00:27,+1.6806E-1,V DC,-1.5391E-3,A DC,0000033,00033#
00,00:00:28,+1.6784E-1,V DC,-1.5378E-3,A DC,0000034,00034#
00,00:00:29,+1.6781E-1,V DC,-1.5371E-3,A DC,0000035,00035#
00,00:00:30,+1.6767E-1,V DC,-1.5371E-3,A DC,0000036,00036#
00,00:00:30,+1.6772E-1,V DC,-1.5372E-3,A DC,0000037,00037#
00,00:00:31,+1.6768E-1,V DC,-1.5377E-3,A DC,0000038,00038#
00,00:00:32,+1.6780E-1,V DC,-1.5377E-3,A DC,0000039,00039#
00,00:00:33,+1.6776E-1,V DC,-1.5380E-3,A DC,0000040,00040#
00,00:00:34,+1.6778E-1,V DC,-1.5365E-3,A DC,0000041,00041#
00,00:00:35,+1.6774E-1,V DC,-1.5368E-3,A DC,0000042,00042#
00,00:00:35,+0.20339E+0,V DC,-0.21685E-2,A DC,0000043,00043#
00,00:00:36,+0.29541E+0,V DC,-0.26868E-2,A DC,0000044,00044#
00,00:00:37,+0.31493E+0,V DC,-0.31436E-2,A DC,0000045,00045#
00,00:00:38,+0.34622E+0,V DC,-0.33788E-2,A DC,0000046,00046#
00,00:00:39,+0.35842E+0,V DC,-0.32444E-2,A DC,0000047,00047#
00,00:00:40,+0.35359E+0,V DC,-0.32388E-2,A DC,0000048,00048#
00,00:00:40,+0.35338E+0,V DC,-0.32380E-2,A DC,0000049,00049#
00,00:00:41,+0.35336E+0,V DC,-0.32378E-2,A DC,0000050,00050#
00,00:00:42,+0.35332E+0,V DC,-0.32377E-2,A DC,0000051,00051#
00,00:00:43,+0.35320E+0,V DC,-0.32364E-2,A DC,0000052,00052#
00,00:00:44,+0.35296E+0,V DC,-0.32341E-2,A DC,0000053,00053#
00,00:00:45,+0.35288E+0,V DC,-0.32333E-2,A DC,0000054,00054#
00,00:00:45,+0.35280E+0,V DC,-0.32333E-2,A DC,0000055,00055#
00,00:00:46,+0.35289E+0,V DC,-0.32334E-2,A DC,0000056,00056#
00,00:00:47,+0.35280E+0,V DC,-0.32336E-2,A DC,0000057,00057#
00,00:00:48,+0.35268E+0,V DC,-0.32307E-2,A DC,0000058,00058#
00,00:00:49,+0.35253E+0,V DC,-0.32305E-2,A DC,0000059,00059#
00,00:00:50,+0.35241E+0,V DC,-0.32301E-2,A DC,0000060,00060#
00,00:00:50,+0.35254E+0,V DC,-0.32302E-2,A DC,0000061,00061#
00,00:00:51,+0.35247E+0,V DC,-0.32315E-2,A DC,0000062,00062#
00,00:00:52,+0.35263E+0,V DC,-0.32313E-2,A DC,0000063,00063#
00,00:00:53,+0.35264E+0,V DC,-0.32315E-2,A DC,0000064,00064#
00,00:00:54,+0.35257E+0,V DC,-0.32313E-2,A DC,0000065,00065#
00,00:00:55,+0.35263E+0,V DC,-0.32313E-2,A DC,0000066,00066#
00,00:00:55,+0.35260E+0,V DC,-0.32310E-2,A DC,0000067,00067#
00,00:00:56,+0.35262E+0,V DC,-0.32315E-2,A DC,0000068,00068#
00,00:00:57,+0.35258E+0,V DC,-0.32314E-2,A DC,0000069,00069#
00,00:00:58,+0.35257E+0,V DC,-0.32311E-2,A DC,0000070,00070#
00,00:00:59,+0.35264E+0,V DC,-0.32318E-2,A DC,0000071,00071#
00,00:00:59,+0.35270E+0,V DC,-0.32328E-2,A DC,0000072,00072#
00,00:01:00,+0.35270E+0,V DC,-0.32327E-2,A DC,0000073,00073#
00,00:01:01,+0.35269E+0,V DC,-0.32320E-2,A DC,0000074,00074#
00,00:01:02,+0.35463E+0,V DC,-0.35907E-2,A DC,0000075,00075#
00,00:01:03,+0.43953E+0,V DC,-0.42110E-2,A DC,0000076,00076#
00,00:01:04,+0.48928E+0,V DC,-0.42790E-2,A DC,0000077,00077#
00,00:01:05,+0.4871E+0,V DC,-0.44953E-2,A DC,0000078,00078#
00,00:01:06,+0.5344E+0,V DC,-0.46964E-2,A DC,0000079,00079#
00,00:01:06,+0.5040E+0,V DC,-0.50089E-2,A DC,0000080,00080#
00,00:01:07,+0.5427E+0,V DC,-0.49244E-2,A DC,0000081,00081#
00,00:01:08,+0.5346E+0,V DC,-0.49020E-2,A DC,0000082,00082#
00,00:01:09,+0.5343E+0,V DC,-0.48909E-2,A DC,0000083,00083#
00,00:01:10,+0.5331E+0,V DC,-0.48795E-2,A DC,0000084,00084#
00,00:01:11,+0.5310E+0,V DC,-0.48635E-2,A DC,0000085,00085#
00,00:01:11,+0.5291E+0,V DC,-0.48475E-2,A DC,0000086,00086#
00,00:01:12,+0.5290E+0,V DC,-0.48434E-2,A DC,0000087,00087#
00,00:01:13,+0.5286E+0,V DC,-0.48407E-2,A DC,0000088,00088#
00,00:01:14,+0.5288E+0,V DC,-0.48465E-2,A DC,0000089,00089#
00,00:01:15,+0.5291E+0,V DC,-0.48339E-2,A DC,0000090,00090#
00,00:01:16,+0.5275E+0,V DC,-0.48327E-2,A DC,0000091,00091#
00,00:01:16,+0.5286E+0,V DC,-0.48473E-2,A DC,0000092,00092#
00,00:01:17,+0.5286E+0,V DC,-0.48501E-2,A DC,0000093,00093#
00,00:01:18,+0.5294E+0,V DC,-0.48391E-2,A DC,0000094,00094#
00,00:01:19,+0.5287E+0,V DC,-0.48495E-2,A DC,0000095,00095#
00,00:01:20,+0.5297E+0,V DC,-0.48485E-2,A DC,0000096,00096#
00,00:01:21,+0.5290E+0,V DC,-0.48463E-2,A DC,0000097,00097#
00,00:01:21,+0.5289E+0,V DC,-0.48473E-2,A DC,0000098,00098#
00,00:01:22,+0.5291E+0,V DC,-0.48481E-2,A DC,0000099,00099#
00,00:01:23,+0.5289E+0,V DC,-0.48530E-2,A DC,0000100,00100#
00,00:01:24,+0.5298E+0,V DC,-0.48531E-2,A DC,0000101,00101#
00,00:01:25,+0.5286E+0,V DC,-0.48493E-2,A DC,0000102,00102#
00,00:01:26,+0.5287E+0,V DC,-0.48478E-2,A DC,0000103,00103#
00,00:01:26,+0.5292E+0,V DC,-0.48546E-2,A DC,0000104,00104#
00,00:01:27,+0.5293E+0,V DC,-0.48486E-2,A DC,0000105,00105#
00,00:01:28,+0.5285E+0,V DC,-0.48516E-2,A DC,0000106,00106#
00,00:01:29,+0.5292E+0,V DC,-0.48530E-2,A DC,0000107,00107#
00,00:01:30,+0.5295E+0,V DC,-0.48527E-2,A DC,0000108,00108#
00,00:01:31,+0.5291E+0,V DC,-0.48502E-2,A DC,0000109,00109#
00,00:01:31,+0.5299E+0,V DC,-0.48557E-2,A DC,0000110,00110#
00,00:01:33,+0.5433E+0,V DC,-0.8565E-2,A DC,0000111,00111#
00,00:01:33,+1.0549E+0,V DC,-1.0152E-2,A DC,0000112,00112#
00,00:01:34,+1.1021E+0,V DC,-1.0007E-2,A DC,0000113,00113#
00,00:01:35,+1.0990E+0,V DC,-1.0048E-2,A DC,0000114,00114#
00,00:01:36,+1.0916E+0,V DC,-0.9999E-2,A DC,0000115,00115#
00,00:01:37,+1.0908E+0,V DC,-0.9993E-2,A DC,0000116,00116#
00,00:01:38,+1.0904E+0,V DC,-0.9990E-2,A DC,0000117,00117#
00,00:01:38,+1.0900E+0,V DC,-0.9988E-2,A DC,0000118,00118#
00,00:01:39,+1.0895E+0,V DC,-0.9982E-2,A DC,0000119,00119#
00,00:01:40,+1.0892E+0,V DC,-0.9980E-2,A DC,0000120,00120#
00,00:01:41,+1.0897E+0,V DC,-0.9985E-2,A DC,0000121,00121#
00,00:01:42,+1.0889E+0,V DC,-0.9982E-2,A DC,0000122,00122#
00,00:01:43,+1.0903E+0,V DC,-0.9978E-2,A DC,0000123,00123#
00,00:01:43,+1.0870E+0,V DC,-0.9949E-2,A DC,0000124,00124#
00,00:01:44,+1.0869E+0,V DC,-0.9963E-2,A DC,0000125,00125#
00,00:01:45,+1.0885E+0,V DC,-0.9968E-2,A DC,0000126,00126#
00,00:01:46,+1.0889E+0,V DC,-0.9973E-2,A DC,0000127,00127#
00,00:01:47,+1.0872E+0,V DC,-0.9961E-2,A DC,0000128,00128#
00,00:01:48,+1.0867E+0,V DC,-0.9950E-2,A DC,0000129,00129#
00,00:01:48,+1.0872E+0,V DC,-0.9972E-2,A DC,0000130,00130#
00,00:01:49,+1.0878E+0,V DC,-0.9953E-2,A DC,0000131,00131#
00,00:01:50,+1.0866E+0,V DC,-0.9965E-2,A DC,0000132,00132#
00,00:01:51,+1.0878E+0,V DC,-0.9970E-2,A DC,0000133,00133#
00,00:01:52,+1.0885E+0,V DC,-0.9980E-2,A DC,0000134,00134#
00,00:01:53,+1.0878E+0,V DC,-0.9980E-2,A DC,0000135,00135#
00,00:01:53,+1.0875E+0,V DC,-0.9964E-2,A DC,0000136,00136#
00,00:01:54,+1.0875E+0,V DC,-0.9976E-2,A DC,0000137,00137#
00,00:01:55,+1.0876E+0,V DC,-0.9967E-2,A DC,0000138,00138#
00,00:01:56,+1.0884E+0,V DC,-0.9973E-2,A DC,0000139,00139#
00,00:01:57,+1.0883E+0,V DC,-0.9974E-2,A DC,0000140,00140#
00,00:01:57,+1.0878E+0,V DC,-0.9970E-2,A DC,0000141,00141#
00,00:01:58,+1.0885E+0,V DC,-0.9982E-2,A DC,0000142,00142#
00,00:01:59,+1.0893E+0,V DC,-0.9975E-2,A DC,0000143,00143#
00,00:02:00,+1.0881E+0,V DC,-0.9977E-2,A DC,0000144,00144#
00,00:02:01,+1.0870E+0,V DC,-1.0240E-2,A DC,0000145,00145#
00,00:02:02,+1.1978E+0,V DC,-1.1357E-2,A DC,0000146,00146#
00,00:02:02,+1.2571E+0,V DC,-1.1453E-2,A DC,0000147,00147#
00,00:02:03,+1.3351E+0,V DC,-1.2214E-2,A DC,0000148,00148#
00,00:02:04,+1.3221E+0,V DC,-1.2111E-2,A DC,0000149,00149#
00,00:02:05,+1.3212E+0,V DC,-1.2107E-2,A DC,0000150,00150#
00,00:02:06,+1.3208E+0,V DC,-1.2106E-2,A DC,0000151,00151#
00,00:02:07,+1.3206E+0,V DC,-1.2103E-2,A DC,0000152,00152#
00,00:02:07,+1.3203E+0,V DC,-1.2102E-2,A DC,0000153,00153#
00,00:02:08,+1.3203E+0,V DC,-1.2101E-2,A DC,0000154,00154#
00,00:02:09,+1.3201E+0,V DC,-1.2100E-2,A DC,0000155,00155#
00,00:02:10,+1.3199E+0,V DC,-1.2098E-2,A DC,0000156,00156#
00,00:02:11,+1.3199E+0,V DC,-1.2097E-2,A DC,0000157,00157#
00,00:02:12,+1.3197E+0,V DC,-1.2096E-2,A DC,0000158,00158#
00,00:02:12,+1.3195E+0,V DC,-1.2096E-2,A DC,0000159,00159#
00,00:02:13,+1.3196E+0,V DC,-1.2095E-2,A DC,0000160,00160#
00,00:02:14,+1.3194E+0,V DC,-1.2094E-2,A DC,0000161,00161#
00,00:02:15,+1.3194E+0,V DC,-1.2094E-2,A DC,0000162,00162#
00,00:02:16,+1.3193E+0,V DC,-1.2093E-2,A DC,0000163,00163#
00,00:02:17,+1.3191E+0,V DC,-1.2092E-2,A DC,0000164,00164#
00,00:02:17,+1.3191E+0,V DC,-1.2091E-2,A DC,0000165,00165#
00,00:02:18,+1.3191E+0,V DC,-1.2092E-2,A DC,0000166,00166#
00,00:02:19,+1.3190E+0,V DC,-1.2091E-2,A DC,0000167,00167#
00,00:02:20,+1.3190E+0,V DC,-1.2091E-2,A DC,0000168,00168#
00,00:02:21,+1.3189E+0,V DC,-1.2089E-2,A DC,0000169,00169#
00,00:02:22,+1.3187E+0,V DC,-1.2088E-2,A DC,0000170,00170#
00,00:02:22,+1.3187E+0,V DC,-1.2088E-2,A DC,0000171,00171#
00,00:02:23,+1.3187E+0,V DC,-1.2088E-2,A DC,0000172,00172#
00,00:02:24,+1.3187E+0,V DC,-1.2088E-2,A DC,0000173,00173#
00,00:02:25,+1.3186E+0,V DC,-1.2088E-2,A DC,0000174,00174#
00,00:02:26,+1.3186E+0,V DC,-1.2087E-2,A DC,0000175,00175#
00,00:02:27,+1.3186E+0,V DC,-1.2087E-2,A DC,0000176,00176#
00,00:02:27,+1.3185E+0,V DC,-1.2090E-2,A DC,0000177,00177#
00,00:02:28,+1.3928E+0,V DC,-1.3265E-2,A DC,0000178,00178#
00,00:02:29,+1.5406E+0,V DC,-1.4914E-2,A DC,0000179,00179#
00,00:02:30,+1.6335E+0,V DC,-1.4909E-2,A DC,0000180,00180#
00,00:02:31,+1.6257E+0,V DC,-1.4903E-2,A DC,0000181,00181#
00,00:02:32,+1.6254E+0,V DC,-1.4901E-2,A DC,0000182,00182#
00,00:02:32,+1.6254E+0,V DC,-1.4901E-2,A DC,0000183,00183#
00,00:02:33,+1.6253E+0,V DC,-1.4900E-2,A DC,0000184,00184#
00,00:02:34,+1.6252E+0,V DC,-1.4899E-2,A DC,0000185,00185#
00,00:02:35,+1.6251E+0,V DC,-1.4899E-2,A DC,0000186,00186#
00,00:02:36,+1.6251E+0,V DC,-1.4898E-2,A DC,0000187,00187#
00,00:02:37,+1.6250E+0,V DC,-1.4897E-2,A DC,0000188,00188#
00,00:02:37,+1.6249E+0,V DC,-1.4897E-2,A DC,0000189,00189#
00,00:02:38,+1.6249E+0,V DC,-1.4897E-2,A DC,0000190,00190#
00,00:02:39,+1.6248E+0,V DC,-1.4897E-2,A DC,0000191,00191#
00,00:02:40,+1.6248E+0,V DC,-1.4897E-2,A DC,0000192,00192#
00,00:02:41,+1.6248E+0,V DC,-1.4897E-2,A DC,0000193,00193#
00,00:02:41,+1.6248E+0,V DC,-1.4897E-2,A DC,0000194,00194#
00,00:02:42,+1.6247E+0,V DC,-1.4896E-2,A DC,0000195,00195#
00,00:02:43,+1.6247E+0,V DC,-1.4896E-2,A DC,0000196,00196#
00,00:02:44,+1.6247E+0,V DC,-1.4896E-2,A DC,0000197,00197#
00,00:02:45,+1.6246E+0,V DC,-1.4896E-2,A DC,0000198,00198#
00,00:02:46,+1.6246E+0,V DC,-1.4895E-2,A DC,0000199,00199#
00,00:02:46,+1.6246E+0,V DC,-1.4895E-2,A DC,0000200,00200#
00,00:02:47,+1.6245E+0,V DC,-1.4895E-2,A DC,0000201,00201#
00,00:02:48,+1.6245E+0,V DC,-1.4895E-2,A DC,0000202,00202#
00,00:02:49,+1.6245E+0,V DC,-1.4895E-2,A DC,0000203,00203#
00,00:02:50,+1.6245E+0,V DC,-1.4895E-2,A DC,0000204,00204#
00,00:02:51,+1.6244E+0,V DC,-1.4895E-2,A DC,0000205,00205#
00,00:02:51,+1.6244E+0,V DC,-1.4895E-2,A DC,0000206,00206#
00,00:02:52,+1.6244E+0,V DC,-1.4895E-2,A DC,0000207,00207#
00,00:02:53,+1.6244E+0,V DC,-1.4895E-2,A DC,0000208,00208#
00,00:02:54,+1.6243E+0,V DC,-1.4925E-2,A DC,0000209,00209#
00,00:02:55,+1.7967E+0,V DC,-1.7374E-2,A DC,0000210,00210#
00,00:02:56,+1.9166E+0,V DC,-1.7486E-2,A DC,0000211,00211#
00,00:02:56,+1.9063E+0,V DC,-1.7479E-2,A DC,0000212,00212#
00,00:02:57,+1.9061E+0,V DC,-1.7478E-2,A DC,0000213,00213#
00,00:02:58,+1.9059E+0,V DC,-1.7477E-2,A DC,0000214,00214#
00,00:02:59,+1.9058E+0,V DC,-1.7476E-2,A DC,0000215,00215#
00,00:03:00,+1.9057E+0,V DC,-1.7475E-2,A DC,0000216,00216#
00,00:03:01,+1.9056E+0,V DC,-1.7475E-2,A DC,0000217,00217#
00,00:03:01,+1.9055E+0,V DC,-1.7474E-2,A DC,0000218,00218#
00,00:03:02,+1.9054E+0,V DC,-1.7474E-2,A DC,0000219,00219#
00,00:03:03,+1.9054E+0,V DC,-1.7474E-2,A DC,0000220,00220#
00,00:03:04,+1.9054E+0,V DC,-1.7474E-2,A DC,0000221,00221#
00,00:03:05,+1.9053E+0,V DC,-1.7474E-2,A DC,0000222,00222#
00,00:03:06,+1.9053E+0,V DC,-1.7473E-2,A DC,0000223,00223#
00,00:03:06,+1.9052E+0,V DC,-1.7472E-2,A DC,0000224,00224#
00,00:03:07,+1.9052E+0,V DC,-1.7473E-2,A DC,0000225,00225#
00,00:03:08,+1.9051E+0,V DC,-1.7472E-2,A DC,0000226,00226#
00,00:03:09,+1.9051E+0,V DC,-1.7472E-2,A DC,0000227,00227#
00,00:03:10,+1.9051E+0,V DC,-1.7472E-2,A DC,0000228,00228#
00,00:03:11,+1.9051E+0,V DC,-1.7472E-2,A DC,0000229,00229#
00,00:03:11,+1.9050E+0,V DC,-1.7472E-2,A DC,0000230,00230#
00,00:03:12,+1.9050E+0,V DC,-1.7472E-2,A DC,0000231,00231#
00,00:03:13,+1.9050E+0,V DC,-1.7471E-2,A DC,0000232,00232#
00,00:03:14,+1.9050E+0,V DC,-1.7471E-2,A DC,0000233,00233#
00,00:03:15,+1.9049E+0,V DC,-1.7471E-2,A DC,0000234,00234#
00,00:03:16,+1.9048E+0,V DC,-1.7471E-2,A DC,0000235,00235#
00,00:03:16,+1.9048E+0,V DC,-1.7471E-2,A DC,0000236,00236#
00,00:03:17,+1.9048E+0,V DC,-1.7471E-2,A DC,0000237,00237#
00,00:03:18,+1.9048E+0,V DC,-1.7471E-2,A DC,0000238,00238#
00,00:03:19,+1.9048E+0,V DC,-1.7470E-2,A DC,0000239,00239#
00,00:03:20,+1.9048E+0,V DC,-1.7470E-2,A DC,0000240,00240#
00,00:03:21,+1.9047E+0,V DC,-1.7474E-2,A DC,0000241,00241#
00,00:03:21,+1.9392E+0,V DC,-1.9308E-2,A DC,0000242,00242#
00,00:03:22,+0.21141E+1,V DC,-1.9525E-2,A DC,0000243,00243#
00,00:03:23,+0.21227E+1,V DC,-1.9472E-2,A DC,0000244,00244#
00,00:03:24,+0.21228E+1,V DC,-1.9471E-2,A DC,0000245,00245#
00,00:03:25,+0.21227E+1,V DC,-1.9471E-2,A DC,0000246,00246#
00,00:03:25,+0.21227E+1,V DC,-1.9471E-2,A DC,0000247,00247#
00,00:03:26,+0.21226E+1,V DC,-1.9471E-2,A DC,0000248,00248#
00,00:03:27,+0.21226E+1,V DC,-1.9471E-2,A DC,0000249,00249#
00,00:03:28,+0.21225E+1,V DC,-1.9470E-2,A DC,0000250,00250#
00,00:03:29,+0.21225E+1,V DC,-1.9471E-2,A DC,0000251,00251#
00,00:03:30,+0.21225E+1,V DC,-1.9470E-2,A DC,0000252,00252#
00,00:03:30,+0.21225E+1,V DC,-1.9470E-2,A DC,0000253,00253#
00,00:03:31,+0.21225E+1,V DC,-1.9470E-2,A DC,0000254,00254#
00,00:03:32,+0.21224E+1,V DC,-1.9471E-2,A DC,0000255,00255#
00,00:03:33,+0.21224E+1,V DC,-1.9471E-2,A DC,0000256,00256#
00,00:03:34,+0.21224E+1,V DC,-1.9470E-2,A DC,0000257,00257#
00,00:03:35,+0.21224E+1,V DC,-1.9470E-2,A DC,0000258,00258#
00,00:03:35,+0.21223E+1,V DC,-1.9470E-2,A DC,0000259,00259#
00,00:03:36,+0.21223E+1,V DC,-1.9470E-2,A DC,0000260,00260#
00,00:03:37,+0.21223E+1,V DC,-1.9469E-2,A DC,0000261,00261#
00,00:03:38,+0.21222E+1,V DC,-1.9469E-2,A DC,0000262,00262#
00,00:03:39,+0.21222E+1,V DC,-1.9469E-2,A DC,0000263,00263#
00,00:03:40,+0.21222E+1,V DC,-1.9469E-2,A DC,0000264,00264#
00,00:03:40,+0.21221E+1,V DC,-1.9468E-2,A DC,0000265,00265#
00,00:03:41,+0.21221E+1,V DC,-1.9469E-2,A DC,0000266,00266#
00,00:03:42,+0.21221E+1,V DC,-1.9469E-2,A DC,0000267,00267#
00,00:03:43,+0.21221E+1,V DC,-1.9469E-2,A DC,0000268,00268#
00,00:03:44,+0.21221E+1,V DC,-1.9469E-2,A DC,0000269,00269#
00,00:03:45,+0.21221E+1,V DC,-1.9469E-2,A DC,0000270,00270#
00,00:03:45,+0.21221E+1,V DC,-1.9469E-2,A DC,0000271,00271#
00,00:03:46,+0.21220E+1,V DC,-1.9469E-2,A DC,0000272,00272#
00,00:03:47,+0.21220E+1,V DC,-1.9468E-2,A DC,0000273,00273#
00,00:03:48,+0.21537E+1,V DC,-0.21354E-1,A DC,0000274,00274#
00,00:03:49,+0.24443E+1,V DC,-0.22370E-1,A DC,0000275,00275#
00,00:03:50,+0.24385E+1,V DC,-0.22381E-1,A DC,0000276,00276#
00,00:03:50,+0.24393E+1,V DC,-0.22380E-1,A DC,0000277,00277#
00,00:03:51,+0.24385E+1,V DC,-0.22371E-1,A DC,0000278,00278#
00,00:03:52,+0.24378E+1,V DC,-0.22370E-1,A DC,0000279,00279#
00,00:03:53,+0.24377E+1,V DC,-0.22367E-1,A DC,0000280,00280#
00,00:03:54,+0.24376E+1,V DC,-0.22366E-1,A DC,0000281,00281#
00,00:03:55,+0.24372E+1,V DC,-0.22365E-1,A DC,0000282,00282#
00,00:03:55,+0.24372E+1,V DC,-0.22364E-1,A DC,0000283,00283#
00,00:03:56,+0.24370E+1,V DC,-0.22362E-1,A DC,0000284,00284#
00,00:03:57,+0.24369E+1,V DC,-0.22362E-1,A DC,0000285,00285#
00,00:03:58,+0.24369E+1,V DC,-0.22362E-1,A DC,0000286,00286#
00,00:03:59,+0.24368E+1,V DC,-0.22361E-1,A DC,0000287,00287#
00,00:04:00,+0.24367E+1,V DC,-0.22361E-1,A DC,0000288,00288#
00,00:04:00,+0.24367E+1,V DC,-0.22361E-1,A DC,0000289,00289#
00,00:04:01,+0.24366E+1,V DC,-0.22361E-1,A DC,0000290,00290#
00,00:04:02,+0.24366E+1,V DC,-0.22360E-1,A DC,0000291,00291#
00,00:04:03,+0.24364E+1,V DC,-0.22360E-1,A DC,0000292,00292#
00,00:04:04,+0.24364E+1,V DC,-0.22359E-1,A DC,0000293,00293#
00,00:04:05,+0.24363E+1,V DC,-0.22359E-1,A DC,0000294,00294#
00,00:04:05,+0.24363E+1,V DC,-0.22360E-1,A DC,0000295,00295#
00,00:04:06,+0.24364E+1,V DC,-0.22359E-1,A DC,0000296,00296#
00,00:04:07,+0.24363E+1,V DC,-0.22359E-1,A DC,0000297,00297#
00,00:04:08,+0.24363E+1,V DC,-0.22359E-1,A DC,0000298,00298#
00,00:04:09,+0.24362E+1,V DC,-0.22358E-1,A DC,0000299,00299#
00,00:04:10,+0.24361E+1,V DC,-0.22358E-1,A DC,0000300,00300#
00,00:04:10,+0.24360E+1,V DC,-0.22357E-1,A DC,0000301,00301#
00,00:04:11,+0.24361E+1,V DC,-0.22358E-1,A DC,0000302,00302#
00,00:04:12,+0.24360E+1,V DC,-0.22357E-1,A DC,0000303,00303#
00,00:04:13,+0.24359E+1,V DC,-0.22357E-1,A DC,0000304,00304#
00,00:04:14,+0.24360E+1,V DC,-0.22357E-1,A DC,0000305,00305#
00,00:04:14,+0.24359E+1,V DC,-0.22358E-1,A DC,0000306,00306#
00,00:04:15,+0.24359E+1,V DC,-0.22358E-1,A DC,0000307,00307#
00,00:04:16,+0.24413E+1,V DC,-0.22460E-1,A DC,0000308,00308#
00,00:04:17,+0.24445E+1,V DC,-0.23167E-1,A DC,0000309,00309#
00,00:04:18,+0.26512E+1,V DC,-0.24340E-1,A DC,0000310,00310#
00,00:04:19,+0.26477E+1,V DC,-0.24301E-1,A DC,0000311,00311#
00,00:04:19,+0.26474E+1,V DC,-0.24301E-1,A DC,0000312,00312#
00,00:04:20,+0.26473E+1,V DC,-0.24300E-1,A DC,0000313,00313#
00,00:04:21,+0.26473E+1,V DC,-0.24300E-1,A DC,0000314,00314#
00,00:04:22,+0.26473E+1,V DC,-0.24300E-1,A DC,0000315,00315#
00,00:04:23,+0.26472E+1,V DC,-0.24300E-1,A DC,0000316,00316#
00,00:04:24,+0.26471E+1,V DC,-0.24300E-1,A DC,0000317,00317#
00,00:04:24,+0.26471E+1,V DC,-0.24300E-1,A DC,0000318,00318#
00,00:04:25,+0.26471E+1,V DC,-0.24300E-1,A DC,0000319,00319#
00,00:04:26,+0.26471E+1,V DC,-0.24300E-1,A DC,0000320,00320#
00,00:04:27,+0.26470E+1,V DC,-0.24300E-1,A DC,0000321,00321#
00,00:04:28,+0.26470E+1,V DC,-0.24300E-1,A DC,0000322,00322#
00,00:04:29,+0.26470E+1,V DC,-0.24300E-1,A DC,0000323,00323#
00,00:04:29,+0.26470E+1,V DC,-0.24300E-1,A DC,0000324,00324#
00,00:04:30,+0.26469E+1,V DC,-0.24300E-1,A DC,0000325,00325#
00,00:04:31,+0.26469E+1,V DC,-0.24300E-1,A DC,0000326,00326#
00,00:04:32,+0.26469E+1,V DC,-0.24300E-1,A DC,0000327,00327#
00,00:04:33,+0.26469E+1,V DC,-0.24300E-1,A DC,0000328,00328#
00,00:04:34,+0.26468E+1,V DC,-0.24300E-1,A DC,0000329,00329#
00,00:04:34,+0.26468E+1,V DC,-0.24300E-1,A DC,0000330,00330#
00,00:04:35,+0.26468E+1,V DC,-0.24300E-1,A DC,0000331,00331#
