time_ps,cycle,resetn,IF_pc,ID_pc,EXE_pc,MEM_pc,WB_pc,IF_inst,cpu_5_valid,HI_data,LO_data,rf_data,mem_data
2145000,205,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2155000,206,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2165000,207,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2175000,208,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2185000,209,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2195000,210,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2205000,211,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
2215000,212,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
2225000,213,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
2235000,214,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
2245000,215,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2255000,216,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2265000,217,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2275000,218,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2285000,219,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2295000,220,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2305000,221,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
2315000,222,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
2325000,223,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
2335000,224,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
2345000,225,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2355000,226,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2365000,227,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2375000,228,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2385000,229,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2395000,230,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2405000,231,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
2415000,232,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
2425000,233,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
2435000,234,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
2445000,235,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2455000,236,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2465000,237,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2475000,238,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2485000,239,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2495000,240,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2505000,241,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
2515000,242,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
2525000,243,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
2535000,244,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
2545000,245,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2555000,246,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2565000,247,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2575000,248,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2585000,249,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2595000,250,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2605000,251,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
2615000,252,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
2625000,253,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
2635000,254,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
2645000,255,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2655000,256,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2665000,257,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2675000,258,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2685000,259,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2695000,260,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2705000,261,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
2715000,262,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
2725000,263,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
2735000,264,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
2745000,265,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2755000,266,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2765000,267,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2775000,268,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2785000,269,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2795000,270,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2805000,271,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
2815000,272,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
2825000,273,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
2835000,274,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
2845000,275,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2855000,276,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2865000,277,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2875000,278,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2885000,279,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2895000,280,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2905000,281,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
2915000,282,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
2925000,283,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
2935000,284,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
2945000,285,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2955000,286,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2965000,287,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2975000,288,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
2985000,289,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
2995000,290,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3005000,291,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
3015000,292,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
3025000,293,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
3035000,294,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
3045000,295,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3055000,296,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3065000,297,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3075000,298,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3085000,299,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3095000,300,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3105000,301,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
3115000,302,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
3125000,303,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
3135000,304,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
3145000,305,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3155000,306,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3165000,307,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3175000,308,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3185000,309,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3195000,310,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3205000,311,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
3215000,312,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
3225000,313,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
3235000,314,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
3245000,315,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3255000,316,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3265000,317,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3275000,318,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3285000,319,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3295000,320,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3305000,321,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
3315000,322,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
3325000,323,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
3335000,324,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
3345000,325,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3355000,326,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3365000,327,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3375000,328,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3385000,329,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3395000,330,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3405000,331,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
3415000,332,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
3425000,333,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
3435000,334,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
3445000,335,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3455000,336,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3465000,337,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3475000,338,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3485000,339,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3495000,340,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3505000,341,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
3515000,342,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
3525000,343,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
3535000,344,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
3545000,345,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3555000,346,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3565000,347,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3575000,348,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3585000,349,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3595000,350,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3605000,351,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
3615000,352,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
3625000,353,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
3635000,354,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
3645000,355,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3655000,356,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3665000,357,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3675000,358,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3685000,359,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3695000,360,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3705000,361,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
3715000,362,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
3725000,363,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
3735000,364,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
3745000,365,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3755000,366,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3765000,367,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3775000,368,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3785000,369,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3795000,370,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3805000,371,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
3815000,372,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
3825000,373,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
3835000,374,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
3845000,375,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3855000,376,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3865000,377,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3875000,378,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3885000,379,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3895000,380,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3905000,381,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
3915000,382,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
3925000,383,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
3935000,384,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
3945000,385,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3955000,386,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3965000,387,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3975000,388,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
3985000,389,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
3995000,390,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4005000,391,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
4015000,392,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
4025000,393,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
4035000,394,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
4045000,395,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4055000,396,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4065000,397,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4075000,398,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4085000,399,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4095000,400,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4105000,401,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
4115000,402,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
4125000,403,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
4135000,404,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
4145000,405,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4155000,406,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4165000,407,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4175000,408,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4185000,409,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
