time_ps,cycle,resetn,IF_pc,ID_pc,EXE_pc,MEM_pc,WB_pc,IF_inst,cpu_5_valid,HI_data,LO_data,rf_data,mem_data
4195000,410,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4205000,411,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
4215000,412,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
4225000,413,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
4235000,414,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
4245000,415,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4255000,416,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4265000,417,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4275000,418,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4285000,419,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4295000,420,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4305000,421,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
4315000,422,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
4325000,423,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
4335000,424,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
4345000,425,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4355000,426,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4365000,427,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4375000,428,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4385000,429,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4395000,430,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4405000,431,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
4415000,432,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
4425000,433,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
4435000,434,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
4445000,435,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4455000,436,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4465000,437,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4475000,438,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4485000,439,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4495000,440,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4505000,441,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
4515000,442,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
4525000,443,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
4535000,444,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
4545000,445,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4555000,446,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4565000,447,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4575000,448,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4585000,449,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4595000,450,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4605000,451,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
4615000,452,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
4625000,453,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
4635000,454,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
4645000,455,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4655000,456,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4665000,457,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4675000,458,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4685000,459,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4695000,460,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4705000,461,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
4715000,462,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
4725000,463,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
4735000,464,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
4745000,465,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4755000,466,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4765000,467,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4775000,468,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4785000,469,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4795000,470,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4805000,471,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
4815000,472,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
4825000,473,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
4835000,474,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
4845000,475,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4855000,476,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4865000,477,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4875000,478,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4885000,479,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4895000,480,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4905000,481,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
4915000,482,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
4925000,483,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
4935000,484,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
4945000,485,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4955000,486,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4965000,487,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4975000,488,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
4985000,489,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
4995000,490,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5005000,491,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
5015000,492,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
5025000,493,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
5035000,494,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
5045000,495,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5055000,496,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5065000,497,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5075000,498,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5085000,499,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5095000,500,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5105000,501,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
5115000,502,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
5125000,503,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
5135000,504,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
5145000,505,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5155000,506,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5165000,507,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5175000,508,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5185000,509,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5195000,510,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5205000,511,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
5215000,512,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
5225000,513,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
5235000,514,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
5245000,515,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5255000,516,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5265000,517,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5275000,518,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5285000,519,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5295000,520,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5305000,521,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
5315000,522,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
5325000,523,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
5335000,524,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
5345000,525,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5355000,526,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5365000,527,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5375000,528,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5385000,529,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5395000,530,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5405000,531,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
5415000,532,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
5425000,533,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
5435000,534,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
5445000,535,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5455000,536,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5465000,537,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5475000,538,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5485000,539,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5495000,540,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5505000,541,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
5515000,542,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
5525000,543,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
5535000,544,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
5545000,545,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5555000,546,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5565000,547,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5575000,548,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5585000,549,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5595000,550,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5605000,551,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
5615000,552,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
5625000,553,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
5635000,554,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
5645000,555,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5655000,556,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5665000,557,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5675000,558,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5685000,559,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5695000,560,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5705000,561,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
5715000,562,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
5725000,563,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
5735000,564,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
5745000,565,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5755000,566,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5765000,567,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5775000,568,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5785000,569,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5795000,570,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5805000,571,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
5815000,572,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
5825000,573,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
5835000,574,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
5845000,575,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5855000,576,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5865000,577,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5875000,578,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5885000,579,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5895000,580,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5905000,581,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
5915000,582,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
5925000,583,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
5935000,584,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
5945000,585,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5955000,586,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5965000,587,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5975000,588,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
5985000,589,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
5995000,590,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
6005000,591,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
6015000,592,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
6025000,593,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
6035000,594,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
6045000,595,1,00000054,00000050,00000050,000000a8,000000a8,00022082,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
6055000,596,1,00000058,00000054,00000050,00000050,000000a8,00022082,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
6065000,597,1,00000058,00000054,00000054,00000050,00000050,28990005,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
6075000,598,1,0000005c,00000058,00000054,00000054,00000050,28990005,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
6085000,599,1,0000005c,00000058,00000058,00000054,00000054,0721000e,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
6095000,600,1,00000060,0000005c,00000058,00000058,00000054,0721000e,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
6105000,601,1,00000060,0000005c,00000058,00000058,00000058,00642823,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
6115000,602,1,00000098,00000060,0000005c,00000058,00000058,00642823,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
6125000,603,1,00000098,00000060,00000060,0000005c,00000058,3c0c000c,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
6135000,604,1,0000009c,00000098,00000060,00000060,0000005c,3c0c000c,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
6145000,605,1,0000009c,00000098,00000098,00000060,00000060,004cd007,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
6155000,606,1,000000a0,0000009c,00000098,00000098,00000060,004cd007,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
6165000,607,1,000000a0,0000009c,0000009c,00000098,00000098,275b0044,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
6175000,608,1,000000a4,000000a0,0000009c,0000009c,00000098,275b0044,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
6185000,609,1,000000a4,000000a0,000000a0,0000009c,0000009c,0360f809,000f0f0f,xxxxxxxx,xxxxxxxx,00000000,00000000
6195000,610,1,000000a8,000000a4,000000a0,000000a0,0000009c,0360f809,000ff0f0,xxxxxxxx,xxxxxxxx,00000000,00000000
6205000,611,1,000000a8,000000a4,000000a0,000000a0,000000a0,24010008,000ff00f,xxxxxxxx,xxxxxxxx,00000000,00000000
6215000,612,1,00000050,000000a8,000000a4,000000a0,000000a0,24010008,000fff00,xxxxxxxx,xxxxxxxx,00000000,00000000
6225000,613,1,00000050,000000a8,000000a8,000000a4,000000a0,00411821,000f0ff0,xxxxxxxx,xxxxxxxx,00000000,00000000
6235000,614,1,00000054,00000050,000000a8,000000a8,000000a4,00411821,000ff0ff,xxxxxxxx,xxxxxxxx,00000000,00000000
